Branch 1,,Branch 2,,Branch 3,,Branch 4,
X,Y,X,Y,X,Y,X,Y
0.28651645818967175,1.26820857630144,0.2697975204748435,3.429495663047021,0.21262732730434397,6.216602596808361,0.20655020779035932,15.627495438758231
0.30002107295614644,1.3516832314766063,0.2833047073855821,3.548980337915662,0.22612422563802725,6.192047192903097,0.22004967826830646,15.638950054546441
0.31352225819693613,1.3871445270604639,0.2968136090591632,3.6924716925799466,0.23962112397171065,6.167491788997829,0.23355086350909615,15.674411350130303
0.3270260155819896,1.458615842337803,0.3103207959699019,3.8119563674485875,0.25311973706823654,6.1669430648882155,0.24704947660562193,15.67386262602069
0.3405297729670431,1.5300871576151387,0.3238288402620617,3.9434443822150484,0.26661835016476243,6.166394340778602,0.2605420880321989,15.589290522626296
0.3540309582078328,1.5655484531989998,0.3373377419356428,4.08693573687934,0.2801169632612882,6.165845616668985,0.2740398437473035,15.576738458618856
0.3675355729743076,1.6490231083741662,0.3508449288463814,4.206420411747981,0.2936155763578141,6.165296892559372,0.2875315977924592,15.480163015326639
0.3810376155965186,1.696487743855851,0.3643546879013839,4.361915106310093,0.3071099025472336,6.10473146896063,0.30102678136329997,15.431600931625722
0.3945396582187295,1.7439523793375358,0.3778618748121225,4.481399781178734,0.32060594349949556,6.068172725157538,0.31452196493414075,15.383038847924805
0.4080451303666255,1.8394303744105223,0.3913699191042823,4.612887795945195,0.33410455659602145,6.067624001047925,0.32801457636071774,15.298466744530414
0.4215463156074152,1.874891669994387,0.4048788207778634,4.756379150609483,0.34760316969254734,6.067075276938308,0.3415106173129798,15.261908000727322
0.4350492156110475,1.9343596453738954,0.4183860076886021,4.87586382547812,0.36110178278907323,6.0665265528286945,0.3550040861209779,15.189339237230756
0.44855297299610086,2.0058309606512346,0.43189405198076203,5.007351840244585,0.3745952515970714,5.993957789332125,0.3684975549289762,15.116770473734189
0.46205415823689056,2.0412922562350957,0.445402953654343,5.150843194908877,0.3880938646935973,5.993409065222512,0.38199445326265946,15.092215069828924
0.47555877300336546,2.1247669114102585,0.4589101405650816,5.270327869777514,0.4015907630272806,5.968853661317244,0.39548620730781525,14.995639626536706
0.48906167300699765,2.1842348867897705,0.4724190422386628,5.413819224441802,0.4150885187423853,5.956301597309807,0.4089813908786559,14.947077542835789
0.5025628582477872,2.219696182373628,0.485931373437929,5.605323938697392,0.42858798922033225,5.967756213098017,0.4224765744494967,14.898515459134874
0.5160683303956833,2.315174177446618,0.5028175005299054,5.784688132027753,0.44207974326548805,5.8711807698058,0.4359691858760737,14.81394335574048
0.529569515636473,2.350635473030483,0.5433407760249639,6.16714883642932,0.45557835636201394,5.870632045696187,0.4494652268283357,14.77738461193739
0.5430724156401053,2.4101034484099912,0.5568496776985449,6.310640191093611,0.4690769694585398,5.87008332158657,0.46295869563633385,14.704815848440823
0.5565761730251587,2.4815747636873304,0.5703602941349686,6.478138225553549,0.4825730104108017,5.8335245777834785,0.47645216444433214,14.632247084944257
0.5700782156473697,2.529039399169015,0.5838691958085498,6.62162958021784,0.5129440324965637,5.820286608639023,0.4899482053965942,14.595688341141166
0.5835819730324232,2.6005107144463544,0.5973789548635522,6.777124274779954,0.5399309701125601,5.675149081645888,0.5034416742045924,14.523119577644598
0.5970848730360555,2.659978689825863,0.6108895712999758,6.944622309239893,0.553429583209086,5.674600357536271,0.5169334282497481,14.426544134352381
0.6105877730396877,2.719446665205375,0.6243976155921357,7.076110324006358,0.5669247667799268,5.626038273835356,0.5304260396763251,14.34197203095799
0.6240915304247412,2.790917980482714,0.6379082320285594,7.243608358466297,0.5804199503507675,5.577476190134437,0.543918651102902,14.257399927563597
0.6375927156655309,2.826379276066575,0.6514171337021405,7.387099713130585,0.5939159913030295,5.540917446331349,0.5574112625294789,14.172827824169204
0.6510956156691631,2.885847251446087,0.664926892757143,7.542594407692702,0.6074137470181341,5.5283653823239085,0.5709030165746346,14.076252380876987
0.6645993730542166,2.9573185667234227,0.6784366518121454,7.698089102254816,0.6209080732075537,5.467799958725166,0.5843956280012116,13.991680277482596
0.6781005582950063,2.992779862307284,0.6919464108671478,7.853583796816929,0.6344023993969732,5.407234535126424,0.5978873820463673,13.895104834190377
0.6916051730614811,3.0762545174824467,0.7054570273035714,8.02108183127687,0.6478992977306565,5.38267913122116,0.6113808508543654,13.822536070693811
0.7051080730651132,3.1357224928619587,0.7189659289771526,8.164573185941158,0.6613961960643397,5.3581237273158955,0.6248743196623636,13.749967307197243
0.7186092583059029,3.17118378844582,0.7324748306507337,8.308064540605447,0.674889664872338,5.2855549638193295,0.6383652163260981,13.6413885240072
0.7321147304537988,3.2666617835188063,0.7459863044685787,8.487565914963215,0.6883882779688639,5.285006239709713,0.6518569703712537,13.544813080714983
0.7456159156945886,3.302123079102671,0.7594934913793173,8.607050589831852,0.7018817467768621,5.212437476213147,0.665350439179252,13.472244317218417
0.7591188156982208,3.3615910544821794,0.7730015356714773,8.738538604598316,0.7153786451105454,5.187882072307879,0.678843050605829,13.387672213824025
0.7726217157018532,3.4210590298616914,0.7865104373450583,8.882029959262605,0.7288738286813862,5.139319988606964,0.6923348046509846,13.291096770531807
0.7861237583240642,3.4685236653433797,0.8000167668743755,8.989511294233418,0.742369012252227,5.090757904906045,0.7058274160775615,13.206524667137414
0.799625800946275,3.5159883008250645,0.8135256685479569,9.133002648897707,0.7558676253487527,5.090209180796432,0.7193200275041385,13.121952563743022
0.8131269861870648,3.5514495964089257,0.8270337128401167,9.264490663664171,0.7693593793939083,4.993633737504215,0.7328134963121365,13.049383800246455
0.8266316009535396,3.6349242515840885,0.8405408997508551,9.38397533853281,0.7828571351090131,4.981081673496774,0.7463043929758711,12.940805017056412
0.8401319288129078,3.658382207270126,0.8540498014244365,9.527466693197098,0.7963531760612751,4.944522929693683,0.7597961470210267,12.844229573764196
0.8536365435793828,3.7418568624452853,0.8675569883351749,9.646951368065737,0.8098492170135373,4.907964185890592,0.7732879010661825,12.747654130471977
0.8671368714387512,3.7653148181313227,0.8810641752459135,9.766436042934375,0.8233444005843779,4.8594021021896765,0.7867787977299169,12.639075347281935
0.8806406288238046,3.836786133408662,0.8945739343009161,9.921930737496488,0.8368387267737974,4.798836678590934,0.8002696943936513,12.53049656409189
0.8941418140645944,3.8722474289925195,0.9080811212116545,10.04141541236513,0.8503373398703234,4.798287954481321,0.8137597336759644,12.409914441004023
0.9076447140682266,3.931715404372035,0.9215891655038145,10.172903427131592,0.863829093915479,4.701712511189104,0.82725148772112,12.313338997711806
0.9211476140718587,3.9911833797515435,0.9350972097959743,10.304391441898057,0.8773277070120048,4.701163787079487,0.8407432417662756,12.21676355441959
0.9346487993126483,4.026644675335405,0.9486052540881341,10.43587945666452,0.890821175820003,4.628595023582921,0.8542341384300102,12.108184771229546
0.9481551288419657,4.134126010306222,0.9621141557617153,10.57937081132881,0.9043180741536864,4.604039619677653,0.8677241777123234,11.987602648141678
0.9616631731341257,4.265614025072683,0.9756213426724539,10.698855486197447,0.9178141151059483,4.5674808758745655,0.8812167891389001,11.903030544747285
0.9751640725811083,4.297074207357269,0.9894688528486767,10.858337575956096,0.9313084412953679,4.506915452275823,0.8947059710397921,11.77044508176159
0.9886621140900197,4.288523256649103,1.0016260641322399,10.976276677915987,0.9448070543918937,4.506366728166206,0.9081985824663691,11.6858729783672
1.0004728289618656,4.28004089645464,0.5232839045182797,5.974721327754565,0.9852874608158882,4.2886604376765085,0.9216894791301035,11.577294195177156
0.03144009454095664,0.1613816452333161,0.0014314708726165248,0.04065028847186625,0.9991225103821219,4.273693987586761,0.9351803757938378,11.468715411987114
0.04144296909706996,0.20162543082046724,0.022874498041527136,0.2430306532211013,0.9596037758310806,4.452919706969489,0.9486721298389934,11.372139968694896
0.061448718209296704,0.28211300199476597,0.0414661978333396,0.526827738595415,0.9731693578125497,4.37106744753935,0.962163026502728,11.263561185504853
0.07716876547977497,0.36277478869109103,,,0.49755662730363726,5.79284032276329,0.9756539231664624,11.15498240231481
,,,,0.5275536366038426,5.750970525637268,0.9891499641187244,11.11842365851172
,,,,,,1.0009586784339204,11.08193350522233
