Freq	3K	5K	8K	10K	12K	14K	16K	18K	20K	22K	25K	30K	40K	50K	70K	100K	125K	297K	3K_er	5K_er	8K_er	10K_er	12K_er	14K_er	16K_er	18K_er	20K_er	22K_er	25K_er	30K_er	40K_er	50K_er
1.4345534	0.0930547	0.09075	0.0919524	0.0919337	0.0920142	0.0908721	0.092644	0.0921124	0.0919565	0.0924167	0.0938651	0.0943498	0.0921614	0.0905564	0.0782118	0.0651961	0.0527408	0.00147659	0.000858918	0.000837646	0.000848744	0.000848571	0.000849314	0.000838773	0.000855128	0.000850221	0.000848782	0.00085303	0.000866399	0.000870873	0.000850673	0.000835859
1.4491917	0.0898371	0.0874546	0.0887001	0.0886185	0.0885122	0.087598	0.0893286	0.0886719	0.0885653	0.0890209	0.0900654	0.09066	0.0884268	0.0869357	0.0755571	0.0624842	0.049824	0.00197773	0.00071964	0.000700556	0.000710533	0.000709879	0.000709027	0.000701704	0.000715567	0.000710307	0.000709453	0.000713102	0.000721469	0.000726232	0.000708343	0.000696399
1.46383	0.0867202	0.0842994	0.0856613	0.0854929	0.0850703	0.0844486	0.0861325	0.0854128	0.0853378	0.0856334	0.0865346	0.0871788	0.0849285	0.0836223	0.0734941	0.0606141	0.0478177	0.00234353	0.000770863	0.000749344	0.00076145	0.000759953	0.000756197	0.00075067	0.000765638	0.000759241	0.000758575	0.000761202	0.000769213	0.000774939	0.000754937	0.000743325
1.4784683	0.0836381	0.0811754	0.0827636	0.0824544	0.0816164	0.0813262	0.0829634	0.0822042	0.0821681	0.0821843	0.0832075	0.0838187	0.0815875	0.0805371	0.0715703	0.0592421	0.0466046	0.00234541	0.00111713	0.00108423	0.00110545	0.00110132	0.00109013	0.00108625	0.00110812	0.00109798	0.00109749	0.00109771	0.00111138	0.00111954	0.00108974	0.00107571
1.4931066	0.080533	0.0780049	0.0798937	0.0794063	0.0781224	0.0781715	0.0797608	0.0789429	0.078971	0.0787024	0.079973	0.0804924	0.0783091	0.0775536	0.0693482	0.0578917	0.0457386	0.00186729	0.0017132	0.00165942	0.0016996	0.00168923	0.00166192	0.00166297	0.00169678	0.00167938	0.00167997	0.00167426	0.00170129	0.00171234	0.00166589	0.00164982
1.5077449	0.0773937	0.074795	0.0769502	0.076316	0.074646	0.0750087	0.0765337	0.0756203	0.0757427	0.0753132	0.0767561	0.0771655	0.0750348	0.0745649	0.0665935	0.0561613	0.0446681	0.000998398	0.00231025	0.00223268	0.00229701	0.00227808	0.00222823	0.00223906	0.00228458	0.00225731	0.00226097	0.00224814	0.00229122	0.00230344	0.00223983	0.00222581
1.5223832	0.0742786	0.0716448	0.0739085	0.0732421	0.0713354	0.0719437	0.0733672	0.0723414	0.0725822	0.0721851	0.0735839	0.0738862	0.0717861	0.0715466	0.0633676	0.053875	0.0430016	3.40E-05	0.00255998	0.00246921	0.00254723	0.00252426	0.00245855	0.00247951	0.00252857	0.00249322	0.00250152	0.00248783	0.00253604	0.00254646	0.00247408	0.00246583
1.5370215	0.0713094	0.0687045	0.0708571	0.0703172	0.0683842	0.0691134	0.0703981	0.0692886	0.0696571	0.0694604	0.0705896	0.0707817	0.0686817	0.068591	0.0600091	0.0511555	0.0407112	0.000703541	0.00223941	0.0021576	0.0022252	0.00220825	0.00214754	0.00217044	0.00221079	0.00217594	0.00218752	0.00218134	0.0022168	0.00222283	0.00215689	0.00215404
1.5516598	0.0686235	0.0661042	0.0679589	0.067687	0.0659438	0.0666078	0.0677586	0.0666356	0.0671192	0.0671906	0.0679363	0.0680145	0.0658983	0.0658753	0.0570114	0.0484094	0.0382052	0.00100611	0.00142259	0.00137037	0.00140881	0.00140318	0.00136704	0.0013808	0.00140466	0.00138138	0.00139141	0.00139289	0.00140835	0.00140997	0.0013661	0.00136562
1.5662981	0.0662906	0.0638723	0.065343	0.0654232	0.0640198	0.0643987	0.0654925	0.0644413	0.0650006	0.0652896	0.065694	0.065688	0.0635646	0.0635526	0.0548094	0.046175	0.0361856	0.00116684	0.000453376	0.000436837	0.000446895	0.000447443	0.000437845	0.000440436	0.000447918	0.000440728	0.000444553	0.00044653	0.000449296	0.000449255	0.000434732	0.00043465
1.5809364	0.0642391	0.0618821	0.0629956	0.063457	0.0624201	0.0623249	0.0634872	0.0625822	0.0631537	0.063535	0.0637469	0.0637494	0.061642	0.0616155	0.053529	0.0448048	0.0352391	0.00166788	-0.000247258	-0.000238186	-0.000242472	-0.000244248	-0.000240257	-0.00023989	-0.000244364	-0.000240881	-0.000243081	-0.000244548	-0.000245364	-0.000245373	-0.000237262	-0.00023716
1.5955747	0.0622617	0.059888	0.0607472	0.0615921	0.0608212	0.0601734	0.0614983	0.0607911	0.0612959	0.0616561	0.0618193	0.0619792	0.059894	0.059845	0.0528387	0.0441515	0.0353519	0.00219617	-0.000401763	-0.000386445	-0.000391989	-0.000397441	-0.000392467	-0.000388287	-0.000396836	-0.000392273	-0.00039553	-0.000397854	-0.000398907	-0.00039994	-0.000386484	-0.000386168
1.610213	0.0601229	0.0576629	0.0583813	0.0596071	0.0589304	0.0578215	0.0592809	0.0587992	0.0591527	0.0594707	0.0596283	0.0601048	0.0579974	0.0579088	0.0520368	0.0435451	0.0358143	0.00219475	-8.71E-06	-8.36E-06	-8.46E-06	-8.64E-06	-8.54E-06	-8.38E-06	-8.59E-06	-8.52E-06	-8.57E-06	-8.62E-06	-8.64E-06	-8.71E-06	-8.40E-06	-8.39E-06
1.6248513	0.0577056	0.0551483	0.0558003	0.0573853	0.0566395	0.0553385	0.056741	0.0564942	0.0566212	0.056987	0.057071	0.0579597	0.0557315	0.055561	0.0503353	0.0421007	0.0356301	0.00151565	0.000694443	0.000663667	0.000671514	0.000690589	0.000681614	0.000665957	0.000682834	0.000679865	0.000681393	0.000685795	0.000686806	0.0006975	0.000670686	0.000668634
1.6394896	0.0551023	0.052508	0.0531221	0.0549875	0.0540774	0.052973	0.0540043	0.0539996	0.0538463	0.054409	0.0543153	0.0555845	0.0531168	0.0528132	0.0471886	0.039136	0.0340375	0.000940242	0.00143341	0.00136592	0.0013819	0.00143042	0.00140675	0.00137802	0.00140484	0.00140472	0.00140073	0.00141537	0.00141293	0.00144595	0.00138176	0.00137386
1.6541279	0.0525867	0.0500518	0.0506263	0.0526277	0.0515395	0.0510257	0.0513631	0.0516186	0.0511564	0.0520381	0.0517232	0.0532147	0.050414	0.0499628	0.0426288	0.0346243	0.0309202	0.00165194	0.00208998	0.00198924	0.00201207	0.00209161	0.00204837	0.00202795	0.00204136	0.00205151	0.00203314	0.00206818	0.00205567	0.00211494	0.00200363	0.0019857
1.6687662	0.050472	0.0480728	0.0485643	0.0505554	0.0493273	0.0496634	0.049121	0.0496523	0.0488766	0.0500981	0.0496372	0.0511464	0.0479756	0.0474389	0.0376711	0.0297331	0.0271202	0.00213569	0.00271079	0.00258193	0.00260833	0.00271527	0.00264931	0.00266736	0.00263823	0.00266677	0.0026251	0.00269071	0.00266595	0.00274701	0.00257671	0.00254789
1.6834045	0.0489196	0.046668	0.0469623	0.048899	0.047561	0.0487696	0.0474028	0.0481806	0.0471192	0.0485665	0.048144	0.0495308	0.0460242	0.0455333	0.0343742	0.0268579	0.0243641	0.00178665	0.00335338	0.00319903	0.00321921	0.00335197	0.00326025	0.0033431	0.00324941	0.00330272	0.00322996	0.00332918	0.00330021	0.00339528	0.00315491	0.00312125
1.6980428	0.0478079	0.0456433	0.0455617	0.0475676	0.0460836	0.047959	0.0460444	0.0469658	0.0456988	0.047153	0.0469768	0.0482289	0.0444932	0.0441867	0.0341459	0.0274172	0.0239748	0.000963018	0.00396259	0.00378317	0.00377641	0.00394267	0.00381967	0.00397511	0.00381642	0.00389279	0.00378777	0.00390831	0.00389371	0.00399749	0.00368785	0.00366245
1.7126811	0.046771	0.0445931	0.0439611	0.0462954	0.0445545	0.0467839	0.0446635	0.0455759	0.0442463	0.0454754	0.0456481	0.0468698	0.0430589	0.0430056	0.0356353	0.0296592	0.0252117	0.00109358	0.00436519	0.00416192	0.00410294	0.00432081	0.00415832	0.0043664	0.00416849	0.00425365	0.00412956	0.00424427	0.00426039	0.00437441	0.00401874	0.00401376
1.7273194	0.0454042	0.043129	0.0418649	0.0448097	0.0426834	0.0449912	0.0428819	0.0436502	0.0424511	0.0433126	0.0437471	0.045087	0.0413551	0.0415155	0.036459	0.031125	0.0262237	0.00174026	0.00435306	0.00413493	0.00401373	0.00429606	0.00409221	0.00431347	0.00411124	0.0041849	0.00406994	0.00415253	0.00419419	0.00432265	0.00396486	0.00398024
1.7419577	0.0434983	0.0411073	0.0392703	0.0429994	0.04042	0.0426505	0.0405458	0.0411279	0.040258	0.0407544	0.0412041	0.0427549	0.0392179	0.0394632	0.0355869	0.0308175	0.0258632	0.00190344	0.00382935	0.00361886	0.00345714	0.00378543	0.00355835	0.00375471	0.00356943	0.00362067	0.00354409	0.0035878	0.00362738	0.00376391	0.00345253	0.00347412
1.756596	0.0411456	0.0387087	0.036472	0.0409716	0.0379739	0.0400966	0.0378086	0.0382982	0.0378947	0.0381559	0.0383438	0.0400693	0.0367953	0.0369656	0.0333545	0.028968	0.0240197	0.001585	0.00293128	0.00275767	0.00259832	0.00291888	0.00270532	0.00285654	0.00269355	0.00272843	0.00269968	0.00271829	0.00273167	0.0028546	0.00262136	0.00263348
1.7712343	0.038666	0.0363347	0.033898	0.0389665	0.0356789	0.0377378	0.0350461	0.0356457	0.0357261	0.0359251	0.0356999	0.0374374	0.0344573	0.0344302	0.0306687	0.0264112	0.0212852	0.00102011	0.00200341	0.00188262	0.00175636	0.00201898	0.00184863	0.00195531	0.00181585	0.00184692	0.00185108	0.00186139	0.00184972	0.00193975	0.00178534	0.00178394
1.7858726	0.0364182	0.0343846	0.031888	0.0372022	0.0338044	0.0358341	0.03266	0.0335797	0.0340344	0.0342806	0.0337105	0.0352496	0.0325705	0.0323078	0.0283936	0.0241212	0.0185845	0.000952596	0.00143309	0.00135306	0.00125482	0.00146394	0.00133023	0.00141011	0.0012852	0.00132139	0.00133928	0.00134897	0.00132654	0.0013871	0.00128168	0.00127134
1.8005109	0.0346266	0.0330481	0.030547	0.0357588	0.0324313	0.03438	0.0308892	0.032226	0.0328711	0.0331536	0.0324946	0.033679	0.0312941	0.0308409	0.0269907	0.0227762	0.0167886	0.00181173	0.00149369	0.00142559	0.00131771	0.00154253	0.00139899	0.00148305	0.00133247	0.00139013	0.00141796	0.00143015	0.00140172	0.00145281	0.00134993	0.00133039
1.8151492	0.0333167	0.0322341	0.0297377	0.0345712	0.0314488	0.0331767	0.0297324	0.0314055	0.0320662	0.0322875	0.0318373	0.0326365	0.0305265	0.029966	0.0263948	0.022411	0.016231	0.00260605	0.00226632	0.00219268	0.00202286	0.00235165	0.00213926	0.0022568	0.00202251	0.00213631	0.00218125	0.00219631	0.00216569	0.00222005	0.00207652	0.00203839
1.8297875	0.0323548	0.031655	0.0291773	0.0335019	0.030637	0.0320168	0.0289967	0.030777	0.0313507	0.031415	0.0313457	0.0318758	0.0299935	0.0293939	0.0261353	0.02247	0.0164378	0.00282688	0.00359076	0.0035131	0.00323812	0.00371808	0.00340012	0.00355325	0.00321808	0.00341566	0.00347933	0.00348646	0.00347877	0.00353761	0.00332871	0.00326216
1.8444258	0.0315311	0.0310004	0.0285789	0.0324302	0.0297738	0.0308059	0.028413	0.0300294	0.0304982	0.0303828	0.0306526	0.0311297	0.0293922	0.0287794	0.0256338	0.0222401	0.016524	0.00240764	0.00506303	0.00497782	0.00458899	0.00520741	0.00478085	0.00494658	0.00456236	0.0048219	0.00489717	0.00487864	0.00492197	0.00499857	0.00471958	0.00462118
1.8590641	0.0306547	0.0301049	0.0277821	0.0313085	0.0287354	0.0295551	0.0277651	0.0290246	0.0294211	0.0292001	0.029575	0.0302141	0.0285289	0.0278912	0.0245291	0.0212574	0.0158313	0.00171572	0.00616372	0.00605317	0.00558613	0.00629518	0.0057778	0.00594263	0.00558272	0.00583596	0.00591569	0.00587124	0.00594662	0.00607512	0.0057363	0.00560807
1.8737024	0.0296357	0.0290134	0.0268066	0.0301699	0.0275511	0.0283177	0.0269728	0.0278309	0.0281883	0.028017	0.0281718	0.0290945	0.0274035	0.0267177	0.0228716	0.0195057	0.0142524	0.00134213	0.00648861	0.00635238	0.0058692	0.00660559	0.00603219	0.00620005	0.00590559	0.00609347	0.00617171	0.0061342	0.0061681	0.00637012	0.00599989	0.00584972
1.8883407	0.0285052	0.0279015	0.0257879	0.0290789	0.0263562	0.0271369	0.0260773	0.0266293	0.0269481	0.027022	0.0266773	0.0278815	0.0261793	0.0254396	0.0210925	0.0174183	0.0122118	0.00130869	0.00593976	0.00581397	0.00537354	0.00605932	0.00549196	0.00565466	0.00543385	0.00554888	0.00561531	0.0056307	0.00555887	0.00580979	0.00545512	0.00530097
1.902979	0.0273483	0.0269111	0.0248388	0.0280509	0.025261	0.0260084	0.0251467	0.0255552	0.0258028	0.0262915	0.0253365	0.0267327	0.0250436	0.0242748	0.0197306	0.0156876	0.0104416	0.00119244	0.00476281	0.00468666	0.00432576	0.00488515	0.0043993	0.00452946	0.00437938	0.00445052	0.00449365	0.00457875	0.00441243	0.00465558	0.00436143	0.00422754
1.9176173	0.0262171	0.0260362	0.0239547	0.0270081	0.0242497	0.0248709	0.0241941	0.024599	0.0247324	0.0257178	0.0242559	0.0257315	0.0240701	0.0233127	0.0190607	0.0148771	0.00962414	0.00106845	0.00344159	0.00341784	0.0031446	0.00354543	0.00318333	0.00326487	0.00317602	0.00322917	0.00324668	0.00337604	0.00318414	0.00337784	0.00315975	0.00306032
1.9322556	0.0251058	0.0251452	0.0230393	0.0258337	0.0232114	0.0236676	0.0231879	0.0236519	0.0236422	0.0250964	0.0233797	0.0248558	0.023216	0.0224794	0.0189432	0.0150352	0.00988561	0.0011201	0.00254376	0.00254776	0.00233438	0.00261752	0.00235182	0.00239805	0.00234944	0.00239645	0.00239547	0.00254281	0.00236887	0.00251844	0.00235228	0.00227765
1.9468939	0.0239889	0.0241077	0.0220077	0.0244904	0.0220672	0.0224343	0.0221299	0.0226395	0.0224824	0.0242736	0.0225874	0.024043	0.0224214	0.0216391	0.0190352	0.0157257	0.0106766	0.00119709	0.00252886	0.00254138	0.00232	0.00258172	0.00232628	0.00236497	0.00233289	0.0023866	0.00237005	0.00255886	0.00238112	0.00253456	0.00236361	0.00228114
1.9615322	0.0228533	0.0229072	0.0208693	0.0230945	0.0208705	0.0212959	0.0211058	0.0216069	0.0213182	0.0232181	0.0218034	0.0232496	0.0216581	0.0207085	0.019039	0.0163848	0.0113382	0.00130999	0.00353226	0.0035406	0.00322561	0.00356953	0.00322579	0.00329155	0.00326217	0.00333962	0.00329499	0.00358864	0.00336998	0.00359351	0.00334752	0.00320075
1.9761705	0.0217144	0.0216583	0.0197304	0.0218636	0.0197916	0.0203541	0.0202479	0.0206865	0.0202837	0.0220028	0.0210346	0.022456	0.0208915	0.0196943	0.0187451	0.0165562	0.0114961	0.0015505	0.00521899	0.00520552	0.00474214	0.00525484	0.00475685	0.00489205	0.00486652	0.00497194	0.00487512	0.00528832	0.00505561	0.00539723	0.0050212	0.00473346
1.9908088	0.0206407	0.0205299	0.0187266	0.0209759	0.0190048	0.0196047	0.0196426	0.0199958	0.0194729	0.0207559	0.020339	0.021659	0.0200633	0.0186643	0.0180015	0.0159821	0.0110417	0.00166366	0.00684572	0.00680898	0.0062109	0.00695691	0.00630315	0.00650212	0.0065147	0.00663182	0.00645841	0.00688393	0.00674565	0.00718344	0.00665423	0.00619021
2.0054471	0.0197565	0.0196532	0.0179427	0.020465	0.0185677	0.0189847	0.0192755	0.0195665	0.0188798	0.0196202	0.019767	0.0208817	0.0191486	0.0177092	0.0167687	0.0146684	0.0100255	0.00141304	0.00773201	0.00769158	0.00702216	0.0080093	0.00726676	0.00742998	0.00754376	0.00765764	0.00738893	0.0076787	0.00773613	0.00817241	0.0074941	0.0069308
