Freq	3K	5K	10K	15K	20K	25K	30K	35K	40K	50K	70K	100K	125K	150K	175K	200K	225K	250K	275K	296K
0	0.384661	0.207092	0.476034	0.468359	0.588278	0.500799	0.480136	0.458665	0.535919	0.665627	0.691673	0.708581	0.538998	0.0502548	0.174299	0.187215	0.844654	0.879067	1.25782	0.581137
0.00182979	0.410138	0.280035	0.499364	0.489663	0.602059	0.518801	0.500402	0.477694	0.556553	0.675096	0.700865	0.719485	0.553066	0.178826	0.273445	0.265893	0.864827	0.891471	1.27121	0.623943
0.00365958	0.477453	0.427753	0.562542	0.547701	0.640995	0.568621	0.555887	0.529895	0.613347	0.702335	0.727358	0.750774	0.592694	0.344154	0.452231	0.418491	0.921254	0.92693	1.30961	0.734646
0.00548937	0.569472	0.592107	0.651482	0.63008	0.699218	0.640876	0.635152	0.604694	0.695044	0.744285	0.768303	0.798763	0.651716	0.506375	0.640099	0.584035	1.00405	0.980874	1.36827	0.881172
0.00731916	0.672751	0.756245	0.753545	0.725333	0.769938	0.726075	0.727296	0.691951	0.790544	0.79697	0.819941	0.858736	0.723205	0.661314	0.82176	0.74657	1.10199	1.04741	1.44085	1.03952
0.00914895	0.778989	0.913742	0.859987	0.825311	0.847146	0.816896	0.824365	0.784221	0.891477	0.856377	0.878424	0.926024	0.801223	0.806473	0.991248	0.899964	1.20536	1.12069	1.52074	1.19541
0.01097874	0.883156	1.06111	0.965128	0.924621	0.926141	0.908189	0.920991	0.876461	0.992071	0.918963	0.9403	0.996576	0.881231	0.939956	1.14518	1.04085	1.30683	1.19565	1.60201	1.34049
0.01280853	0.982058	1.1961	1.06523	1.01968	1.00341	0.996405	1.01357	0.96527	1.0884	0.981816	1.00269	1.06711	0.959906	1.06035	1.28146	1.16711	1.40121	1.26824	1.67978	1.46988
0.01463832	1.07358	1.31719	1.15781	1.10806	1.07642	1.07908	1.09966	1.04832	1.1778	1.04263	1.0633	1.13508	1.03483	1.16667	1.39892	1.27749	1.48507	1.33542	1.75035	1.58084
0.01646811	1.1563	1.42338	1.24117	1.18812	1.14332	1.15452	1.17759	1.12402	1.25844	1.09966	1.12034	1.19854	1.10428	1.25838	1.49713	1.37133	1.5563	1.39502	1.81105	1.67205
0.0182979	1.22927	1.51417	1.31425	1.25876	1.20286	1.22156	1.24627	1.19129	1.32915	1.15156	1.17247	1.25606	1.16702	1.33532	1.57627	1.44855	1.61382	1.44558	1.8602	1.74325
0.02012769	1.29195	1.58941	1.3764	1.31933	1.25419	1.27948	1.30503	1.24946	1.38923	1.1974	1.21871	1.30663	1.2222	1.39769	1.63702	1.50946	1.65729	1.48626	1.89686	1.79494
0.02195748	1.3441	1.64931	1.42735	1.36952	1.29683	1.3279	1.35356	1.29817	1.43835	1.23653	1.25837	1.34957	1.2693	1.44594	1.6804	1.55477	1.68694	1.51667	1.92069	1.82813
0.02378727	1.38571	1.69436	1.46715	1.40928	1.3306	1.36668	1.39181	1.33733	1.47653	1.26857	1.29104	1.38449	1.30804	1.48082	1.70774	1.58541	1.70342	1.53679	1.93187	1.8442
0.02561706	1.41702	1.72529	1.49604	1.43881	1.35554	1.39594	1.41999	1.36706	1.504	1.29335	1.31652	1.41125	1.33836	1.50321	1.72052	1.60254	1.70765	1.54693	1.93093	1.84477
0.02744685	1.43842	1.74302	1.5145	1.45849	1.37187	1.41598	1.43848	1.38767	1.52121	1.3109	1.3348	1.4299	1.36038	1.51414	1.72032	1.60742	1.70072	1.54758	1.91865	1.83157
0.02927664	1.45046	1.74859	1.52315	1.46885	1.38	1.42726	1.44782	1.39961	1.52878	1.32138	1.34601	1.44067	1.37438	1.51474	1.70875	1.60139	1.68387	1.53941	1.89601	1.80636
0.03110643	1.45379	1.74316	1.52273	1.47056	1.38044	1.43032	1.44866	1.40343	1.52743	1.3251	1.35043	1.4439	1.38074	1.50614	1.6874	1.5858	1.65834	1.5232	1.8641	1.77087
0.03293622	1.44915	1.72792	1.51405	1.46434	1.37381	1.42585	1.44174	1.39979	1.51799	1.32245	1.34843	1.44007	1.37995	1.48952	1.65778	1.56197	1.62537	1.4998	1.82404	1.72676
0.03476601	1.43734	1.7041	1.498	1.451	1.36079	1.41456	1.42785	1.38941	1.50132	1.31392	1.34047	1.42973	1.37258	1.46601	1.62133	1.5312	1.58617	1.47009	1.777	1.67558
0.0365958	1.41919	1.67292	1.47549	1.43139	1.34211	1.39721	1.40783	1.37302	1.47832	1.30005	1.32708	1.41349	1.35924	1.4367	1.57938	1.4947	1.54189	1.43495	1.7241	1.61877
0.03842559	1.39556	1.63557	1.44744	1.40635	1.31852	1.37461	1.38252	1.35142	1.44991	1.28143	1.30884	1.392	1.34059	1.40265	1.53314	1.45359	1.4936	1.39526	1.66642	1.55764
0.04025538	1.36728	1.5932	1.41475	1.37673	1.29077	1.34753	1.35277	1.32538	1.41698	1.25868	1.28633	1.36596	1.3173	1.36483	1.48371	1.40893	1.44228	1.35186	1.605	1.49335
0.04208517	1.33519	1.54689	1.37832	1.34338	1.25963	1.31676	1.31939	1.29566	1.38041	1.23241	1.26019	1.33605	1.29007	1.32413	1.43207	1.36164	1.38881	1.30554	1.54078	1.42694
0.04391496	1.30008	1.49766	1.33897	1.30708	1.22581	1.28306	1.28319	1.26301	1.34102	1.20325	1.23104	1.30295	1.25957	1.28138	1.37909	1.31259	1.334	1.25705	1.47464	1.35933
0.04574475	1.26272	1.44643	1.29753	1.26861	1.19003	1.24716	1.24491	1.22815	1.29961	1.17182	1.19948	1.26735	1.22645	1.23732	1.32553	1.26253	1.27856	1.20709	1.40738	1.29132
0.04757454	1.22382	1.39407	1.25471	1.22869	1.15293	1.20974	1.20525	1.19175	1.25691	1.13871	1.16612	1.22988	1.19134	1.19261	1.27204	1.21211	1.2231	1.15627	1.33971	1.2236
0.04940433	1.18403	1.34133	1.21121	1.18796	1.11514	1.17143	1.16486	1.15443	1.21358	1.10449	1.13152	1.19116	1.15486	1.14784	1.21919	1.16193	1.16817	1.10518	1.27225	1.15676
0.05123412	1.14397	1.28891	1.16766	1.14704	1.07722	1.13283	1.12433	1.11676	1.17023	1.06968	1.09622	1.15177	1.11756	1.10352	1.16746	1.11247	1.11424	1.05431	1.20557	1.0913
0.05306391	1.10418	1.2374	1.12459	1.10647	1.03967	1.09445	1.0842	1.07928	1.1274	1.03479	1.06072	1.11222	1.07996	1.0601	1.11725	1.06416	1.06169	1.00412	1.14014	1.02763
0.0548937	1.06513	1.18732	1.0825	1.06673	1.00295	1.05677	1.04494	1.04244	1.08558	1.00025	1.02549	1.07301	1.04253	1.01795	1.06889	1.01736	1.01086	0.954984	1.07638	0.966116
0.05672349	1.02726	1.13912	1.04182	1.02825	0.967461	1.02021	1.00695	1.00665	1.04517	0.966479	0.990931	1.03456	1.0057	0.977384	1.02266	0.972362	0.962017	0.907253	1.01462	0.907026
0.05855328	0.990928	1.09316	1.00291	0.991378	0.933543	0.985128	0.970596	0.972273	1.00654	0.933825	0.957418	0.997255	0.969835	0.938673	0.978764	0.929395	0.915379	0.861205	0.955174	0.85059
0.06038307	0.95644	1.04975	0.966075	0.95643	0.901485	0.951827	0.936164	0.939609	0.969966	0.902601	0.925271	0.961428	0.93527	0.902024	0.93736	0.888649	0.871114	0.817078	0.898261	0.796981
0.06221286	0.924051	1.00913	0.931552	0.923653	0.871523	0.920559	0.903898	0.908905	0.935698	0.873071	0.894765	0.927356	0.90228	0.867599	0.898569	0.850261	0.829348	0.775064	0.844072	0.746334
0.06404265	0.893959	0.971467	0.899534	0.893242	0.843844	0.891523	0.873987	0.880361	0.903918	0.845451	0.866128	0.89527	0.871098	0.835517	0.862465	0.81433	0.790169	0.735312	0.792747	0.698739
0.06587244	0.866314	0.936891	0.87016	0.865344	0.818583	0.86487	0.846569	0.854129	0.87476	0.819914	0.839542	0.865354	0.841908	0.805861	0.82909	0.780916	0.75363	0.697935	0.74439	0.654255
0.06770223	0.84122	0.905476	0.843525	0.840059	0.795836	0.840707	0.821741	0.830316	0.848313	0.796589	0.815145	0.837745	0.814853	0.778675	0.798451	0.750046	0.719753	0.663013	0.699066	0.612912
0.06953202	0.81874	0.877252	0.819679	0.817447	0.775656	0.819097	0.799557	0.808991	0.824626	0.775565	0.793037	0.812538	0.790034	0.753973	0.770532	0.721722	0.688533	0.630591	0.656811	0.574713
0.07136181	0.798897	0.852208	0.798634	0.797525	0.758059	0.800067	0.780032	0.790181	0.803707	0.756892	0.773274	0.789789	0.767516	0.731744	0.74529	0.695917	0.659943	0.600689	0.61763	0.539638
0.0731916	0.781683	0.830298	0.780369	0.78028	0.743029	0.783607	0.76315	0.773882	0.785534	0.740587	0.75588	0.769518	0.747328	0.711948	0.72266	0.672584	0.633934	0.573299	0.581506	0.507643
0.07502139	0.767054	0.811443	0.764833	0.765666	0.730519	0.769678	0.748865	0.760059	0.770051	0.726634	0.740845	0.751711	0.729468	0.694526	0.702563	0.651658	0.610439	0.54839	0.548396	0.478669
0.07685118	0.754943	0.79554	0.751949	0.753608	0.720459	0.758214	0.737102	0.74865	0.757179	0.714987	0.728128	0.736326	0.713905	0.679399	0.6849	0.633056	0.589376	0.525912	0.518238	0.452634
0.07868097	0.745259	0.78246	0.741618	0.744013	0.712755	0.749125	0.727769	0.73957	0.746815	0.705578	0.717666	0.723293	0.700582	0.666473	0.669563	0.616682	0.570651	0.505794	0.490954	0.429442
0.08051076	0.737892	0.772057	0.733723	0.736765	0.707295	0.742303	0.720752	0.732716	0.73884	0.698316	0.709371	0.712523	0.689424	0.655642	0.656432	0.602432	0.554157	0.48795	0.466446	0.408976
0.08234055	0.732715	0.764167	0.728131	0.731732	0.703954	0.737621	0.715921	0.727965	0.733116	0.693093	0.703137	0.703907	0.680333	0.646787	0.645378	0.590188	0.539781	0.472282	0.444604	0.391108
0.08417034	0.72959	0.758616	0.724697	0.728771	0.702591	0.734943	0.713138	0.725185	0.729496	0.689784	0.698842	0.697321	0.6732	0.639782	0.636266	0.579829	0.527399	0.458677	0.425305	0.375691
0.08600013	0.728365	0.755221	0.723267	0.727727	0.70306	0.73412	0.712251	0.724231	0.727824	0.688255	0.696354	0.692629	0.6679	0.634496	0.628958	0.571228	0.516886	0.447013	0.408413	0.362568
0.08782992	0.728885	0.753793	0.723681	0.72844	0.705204	0.734999	0.713104	0.724952	0.727935	0.688362	0.695532	0.689687	0.664302	0.63079	0.623311	0.564253	0.50811	0.437163	0.393784	0.351571
0.08965971	0.730987	0.754139	0.72577	0.730744	0.708864	0.737417	0.715535	0.727192	0.729661	0.689954	0.696225	0.688345	0.662266	0.628527	0.619181	0.558772	0.500936	0.428992	0.381265	0.342522
0.0914895	0.734506	0.756065	0.729367	0.73447	0.713876	0.741214	0.719379	0.730789	0.732831	0.692877	0.698282	0.688447	0.661646	0.627567	0.616425	0.554651	0.495231	0.422363	0.370701	0.335243
0.09331929	0.739274	0.759378	0.7343	0.73945	0.720076	0.746226	0.72447	0.735584	0.737277	0.696976	0.701547	0.689837	0.662296	0.627768	0.614901	0.551755	0.49086	0.417138	0.36193	0.329553
0.09514908	0.745126	0.763889	0.740399	0.745514	0.7273	0.752289	0.730642	0.741416	0.742829	0.702095	0.705865	0.692358	0.664068	0.628994	0.614468	0.549955	0.487689	0.413179	0.35479	0.325275
0.09697887	0.751898	0.769412	0.747493	0.752498	0.735387	0.759245	0.737734	0.748125	0.749319	0.708078	0.711082	0.695856	0.666814	0.631109	0.614989	0.549119	0.485587	0.410349	0.349121	0.322237
0.09880866	0.759429	0.77577	0.755418	0.760238	0.744177	0.766934	0.745584	0.755558	0.756586	0.714775	0.717048	0.700179	0.67039	0.633981	0.616331	0.549123	0.484425	0.408518	0.344768	0.320277
0.10063845	0.767562	0.782787	0.764011	0.768578	0.753517	0.775206	0.754038	0.763562	0.764472	0.722038	0.723615	0.705179	0.674654	0.637483	0.618365	0.549844	0.48408	0.407555	0.341578	0.319242
0.10246824	0.776147	0.790302	0.773115	0.777367	0.763257	0.783913	0.762945	0.771992	0.772827	0.729726	0.730641	0.710712	0.679467	0.641491	0.620969	0.551164	0.484432	0.407341	0.339407	0.318992
0.10429803	0.78504	0.798158	0.782581	0.786459	0.773254	0.792915	0.772163	0.78071	0.781505	0.737702	0.73799	0.716642	0.684699	0.645888	0.624024	0.552972	0.485367	0.407757	0.338118	0.319396
0.10612782	0.794105	0.806209	0.792264	0.795718	0.783375	0.802078	0.781554	0.789582	0.790369	0.745838	0.745532	0.722839	0.690224	0.650565	0.627418	0.555162	0.486775	0.408694	0.337584	0.320339
0.10795761	0.803211	0.814319	0.802029	0.805015	0.793489	0.811277	0.79099	0.798486	0.799291	0.754012	0.753145	0.729181	0.695924	0.655415	0.631048	0.557633	0.488554	0.410049	0.337685	0.321714
0.1097874	0.81224	0.822363	0.81175	0.814231	0.803481	0.820395	0.800351	0.807303	0.808152	0.762112	0.760714	0.735552	0.701685	0.660341	0.634814	0.560291	0.490608	0.411727	0.338311	0.323427
0.11161719	0.82108	0.830225	0.821308	0.823255	0.813239	0.829323	0.809526	0.815928	0.816841	0.770032	0.768135	0.741846	0.707407	0.665252	0.638627	0.56305	0.492847	0.41364	0.339361	0.325394
0.11344698	0.82963	0.837803	0.830596	0.831986	0.822664	0.837963	0.818414	0.824262	0.825257	0.777678	0.775309	0.747966	0.712993	0.670065	0.642401	0.56583	0.495189	0.415706	0.340743	0.32754
0.11527677	0.837798	0.845003	0.839516	0.840333	0.831665	0.846224	0.826922	0.832217	0.83331	0.784964	0.78215	0.753824	0.718359	0.674703	0.646061	0.568557	0.497559	0.417853	0.342375	0.329797
0.11710656	0.845503	0.851743	0.84798	0.848213	0.840162	0.854027	0.834969	0.839713	0.840916	0.791812	0.788579	0.759341	0.723425	0.679099	0.649538	0.571167	0.499887	0.420013	0.34418	0.332108
0.11893635	0.852673	0.857952	0.85591	0.855557	0.848085	0.8613	0.842482	0.84668	0.848006	0.798156	0.794527	0.764445	0.728125	0.68319	0.65277	0.573599	0.502114	0.422127	0.346092	0.334421
0.12076614	0.859245	0.863571	0.863238	0.862303	0.855372	0.867985	0.849399	0.853059	0.854518	0.803937	0.799934	0.769078	0.732398	0.686924	0.655702	0.575803	0.504183	0.424144	0.348052	0.336691
0.12259593	0.865169	0.86855	0.869908	0.8684	0.861975	0.874029	0.855668	0.8588	0.8604	0.809109	0.804751	0.773188	0.736195	0.690255	0.658289	0.577735	0.506049	0.426017	0.350005	0.338878
0.12442572	0.870402	0.87285	0.875873	0.873805	0.867852	0.87939	0.861246	0.863861	0.865611	0.813633	0.808936	0.776733	0.739474	0.693143	0.660491	0.579356	0.507671	0.427708	0.351907	0.34095
0.12625551	0.874912	0.876442	0.881097	0.878488	0.872972	0.884038	0.8661	0.86821	0.870117	0.817477	0.812459	0.779681	0.742202	0.695559	0.662276	0.580635	0.509014	0.429184	0.353717	0.342877
0.1280853	0.878675	0.879305	0.885551	0.882424	0.877314	0.887948	0.870206	0.871827	0.873896	0.820622	0.815296	0.782006	0.744354	0.697477	0.663618	0.581549	0.510051	0.430417	0.355402	0.344635
0.12991509	0.881676	0.88143	0.889218	0.885601	0.880866	0.891106	0.873549	0.874695	0.876933	0.823056	0.817435	0.783694	0.745915	0.698881	0.664498	0.582079	0.510761	0.431387	0.356932	0.346205
0.13174488	0.883911	0.882815	0.89209	0.888011	0.883622	0.893506	0.876123	0.87681	0.879222	0.824773	0.818868	0.784736	0.746875	0.699759	0.664906	0.582214	0.511128	0.432079	0.358284	0.347571
0.13357467	0.885382	0.883465	0.894167	0.889659	0.885587	0.895151	0.87793	0.878175	0.880765	0.825779	0.819599	0.785132	0.747234	0.700108	0.664834	0.581946	0.511143	0.43248	0.35944	0.348721
0.13540446	0.886098	0.883396	0.895455	0.890554	0.886773	0.896049	0.87898	0.8788	0.881572	0.826083	0.819636	0.78489	0.746998	0.69993	0.664282	0.581275	0.5108	0.432586	0.360386	0.349645
0.13723425	0.886076	0.882627	0.895972	0.890714	0.887198	0.896218	0.879288	0.8787	0.881659	0.825704	0.818997	0.784025	0.746178	0.699231	0.663257	0.580205	0.5101	0.432393	0.36111	0.350337
0.13906404	0.88534	0.881186	0.895739	0.890161	0.886888	0.895681	0.878879	0.877901	0.88105	0.824665	0.817705	0.782556	0.744794	0.698025	0.66177	0.578745	0.509047	0.431906	0.361607	0.350796
0.14089383	0.88392	0.879107	0.894786	0.888927	0.885875	0.894467	0.877782	0.876431	0.879774	0.822997	0.815788	0.78051	0.742869	0.696329	0.659834	0.576907	0.507652	0.431129	0.361874	0.351021
0.14272362	0.88185	0.876429	0.893148	0.887047	0.884196	0.892611	0.876034	0.874326	0.877865	0.820735	0.813281	0.777918	0.740433	0.694166	0.657472	0.57471	0.505925	0.430072	0.36191	0.351012
0.14455341	0.879173	0.873194	0.890865	0.884561	0.881892	0.890155	0.873673	0.871626	0.875365	0.817918	0.810224	0.774817	0.737519	0.691563	0.654707	0.572174	0.503884	0.428746	0.361718	0.350776
0.1463832	0.875931	0.869451	0.887982	0.881515	0.87901	0.88714	0.870746	0.868376	0.872317	0.814592	0.80666	0.771248	0.734165	0.688549	0.651566	0.569323	0.501547	0.427167	0.361304	0.350317
0.14821299	0.872175	0.86525	0.88455	0.877956	0.8756	0.883617	0.8673	0.864623	0.868768	0.810803	0.802635	0.767254	0.730413	0.685159	0.648081	0.566184	0.498938	0.425351	0.360676	0.349643
0.15004278	0.867954	0.860646	0.88062	0.873937	0.871716	0.879637	0.863389	0.860419	0.864771	0.806602	0.798201	0.762883	0.726306	0.681428	0.644286	0.562785	0.49608	0.423317	0.359842	0.348763
0.15187257	0.863323	0.855693	0.876248	0.869511	0.867412	0.875253	0.859066	0.855819	0.860379	0.802043	0.793411	0.758185	0.721891	0.677396	0.640217	0.559159	0.492999	0.421087	0.358815	0.347689
0.15370236	0.858338	0.850451	0.871491	0.864735	0.862748	0.870521	0.854388	0.850877	0.855647	0.79718	0.788318	0.75321	0.717216	0.673104	0.635911	0.555338	0.489723	0.418681	0.357607	0.346431
0.15553215	0.853057	0.844976	0.86641	0.859667	0.857781	0.865501	0.849413	0.845653	0.850633	0.792069	0.78298	0.748013	0.712331	0.668593	0.63141	0.551356	0.486282	0.416122	0.356233	0.345002
0.15736194	0.847538	0.83933	0.861063	0.854366	0.852571	0.860248	0.844201	0.840203	0.845394	0.786767	0.777451	0.742645	0.707287	0.663907	0.626753	0.547249	0.482706	0.413435	0.354708	0.343416
0.15919173	0.841838	0.833569	0.855512	0.848888	0.847178	0.854822	0.83881	0.834585	0.839989	0.781329	0.77179	0.737162	0.702133	0.65909	0.621981	0.543052	0.479025	0.410643	0.353048	0.341687
0.16102152	0.836017	0.827753	0.849816	0.843292	0.84166	0.84928	0.833298	0.828858	0.834473	0.775812	0.766052	0.731615	0.69692	0.654185	0.617136	0.5388	0.47527	0.407771	0.35127	0.339829
0.16285131	0.830128	0.821937	0.844033	0.837636	0.836077	0.84368	0.827724	0.823079	0.828904	0.770271	0.760292	0.726057	0.691698	0.649236	0.612259	0.534529	0.471473	0.404844	0.349392	0.337858
0.1646811	0.824229	0.816175	0.838222	0.831973	0.830483	0.838076	0.822142	0.817301	0.823336	0.764758	0.754563	0.720538	0.686513	0.644286	0.60739	0.530274	0.467663	0.401885	0.347432	0.335788
0.16651089	0.818371	0.810521	0.832436	0.826356	0.824932	0.83252	0.816606	0.811578	0.817821	0.759323	0.748916	0.715107	0.681413	0.639376	0.602569	0.526068	0.463871	0.398918	0.345406	0.333635
0.16834068	0.812603	0.805022	0.826728	0.820837	0.819475	0.827063	0.811167	0.805959	0.812409	0.754013	0.743399	0.709809	0.676441	0.634544	0.597832	0.521943	0.460125	0.395967	0.343333	0.331414
0.17017047	0.806974	0.799723	0.821146	0.815459	0.81416	0.821751	0.805872	0.800491	0.807144	0.748874	0.738057	0.704686	0.671636	0.629829	0.593216	0.517929	0.456452	0.393053	0.341232	0.329139
0.17200026	0.801524	0.794665	0.815735	0.810268	0.809029	0.816627	0.800764	0.795216	0.80207	0.743944	0.73293	0.699777	0.667037	0.625264	0.588752	0.514055	0.452878	0.390198	0.339117	0.326826
0.17383005	0.796294	0.789885	0.810536	0.8053	0.804123	0.811728	0.795881	0.790173	0.797224	0.73926	0.728055	0.695116	0.662677	0.620882	0.584472	0.510346	0.449427	0.387421	0.337007	0.324488
0.17565984	0.791316	0.785413	0.805585	0.80059	0.799475	0.807089	0.79126	0.785395	0.79264	0.734853	0.723465	0.690735	0.658586	0.61671	0.580402	0.506826	0.446121	0.38474	0.334916	0.322139
0.17748963	0.78662	0.781277	0.800912	0.796168	0.795115	0.802738	0.786928	0.780911	0.788345	0.730749	0.719186	0.686659	0.654789	0.612774	0.576567	0.503514	0.442979	0.382171	0.33286	0.31979
0.17931942	0.78223	0.777497	0.796543	0.792055	0.791068	0.798699	0.782909	0.776745	0.784364	0.72697	0.715241	0.682909	0.651307	0.609094	0.572985	0.500427	0.440018	0.379728	0.330851	0.317455
0.18114921	0.778166	0.774088	0.792499	0.788272	0.787354	0.794989	0.779224	0.772915	0.780714	0.723533	0.711647	0.679501	0.648156	0.605687	0.569674	0.497579	0.437252	0.377425	0.328901	0.315143
0.182979	0.774441	0.771062	0.788793	0.784832	0.783984	0.791623	0.775885	0.769435	0.777407	0.720448	0.708417	0.676446	0.645348	0.602565	0.566645	0.49498	0.434692	0.375269	0.327021	0.312864
0.18480879	0.771064	0.768421	0.785437	0.781742	0.780968	0.788607	0.772901	0.766312	0.774452	0.717721	0.705556	0.67375	0.642889	0.599737	0.563908	0.492635	0.432346	0.373269	0.325219	0.310626
0.18663858	0.768037	0.766166	0.782435	0.779005	0.778308	0.785943	0.770273	0.763549	0.77185	0.715353	0.703067	0.671415	0.640782	0.597208	0.561465	0.490549	0.430219	0.37143	0.323503	0.308436
0.18846837	0.765361	0.764291	0.779784	0.776619	0.776003	0.783629	0.768	0.761142	0.769598	0.713341	0.700946	0.669438	0.639023	0.594977	0.559317	0.488719	0.428313	0.369755	0.321876	0.306299
0.19029816	0.763029	0.762784	0.77748	0.774578	0.774046	0.781658	0.766076	0.759086	0.767691	0.711676	0.699185	0.66781	0.637608	0.593041	0.557461	0.487142	0.426626	0.368242	0.320341	0.304219
0.19212795	0.76103	0.761631	0.775512	0.772869	0.772426	0.780017	0.764486	0.757369	0.766114	0.710346	0.697774	0.666521	0.636523	0.591393	0.555889	0.485811	0.425156	0.36689	0.3189	0.302197
0.19395774	0.75935	0.760812	0.773866	0.771478	0.771127	0.778692	0.763218	0.755974	0.764853	0.709335	0.696696	0.665554	0.635757	0.59002	0.554591	0.484715	0.423894	0.365693	0.317551	0.300236
0.19578753	0.757971	0.760305	0.772523	0.770385	0.770129	0.777661	0.762251	0.754884	0.763888	0.708622	0.695931	0.664891	0.635289	0.588911	0.553553	0.483841	0.422832	0.364644	0.31629	0.298335
0.19761732	0.756873	0.760085	0.771463	0.769569	0.769412	0.776904	0.761562	0.754075	0.763198	0.708187	0.695458	0.66451	0.635101	0.588047	0.552757	0.483173	0.421957	0.363734	0.315114	0.296491
0.19944711	0.756032	0.760122	0.770662	0.769006	0.768949	0.776394	0.761128	0.753523	0.762757	0.708005	0.695253	0.664389	0.635169	0.587409	0.552185	0.482693	0.421255	0.362952	0.314014	0.294701
0.2012769	0.755422	0.760388	0.770092	0.768668	0.768715	0.776107	0.76092	0.753201	0.762539	0.708049	0.695288	0.664501	0.635468	0.586977	0.551816	0.482381	0.420711	0.362284	0.312982	0.29296
0.20310669	0.755017	0.76085	0.769727	0.768529	0.768682	0.776012	0.760911	0.753081	0.762515	0.708293	0.695537	0.664819	0.635972	0.586728	0.551627	0.482218	0.420307	0.361716	0.31201	0.291264
0.20493648	0.754789	0.761477	0.769539	0.768559	0.768819	0.776082	0.761071	0.753134	0.762657	0.708706	0.695969	0.665316	0.636653	0.586638	0.551595	0.48218	0.420025	0.361233	0.311085	0.289605
0.20676627	0.75471	0.762236	0.769496	0.768728	0.769097	0.776286	0.76137	0.753331	0.762934	0.709263	0.696557	0.665963	0.637484	0.586683	0.551693	0.482245	0.419844	0.360818	0.310196	0.287977
0.20859606	0.75475	0.763095	0.769571	0.769009	0.769487	0.776595	0.761779	0.753641	0.763318	0.709932	0.69727	0.666732	0.638435	0.586837	0.551899	0.48239	0.419746	0.360455	0.309331	0.286371
0.21042585	0.754883	0.764023	0.769735	0.769372	0.769959	0.77698	0.762268	0.754035	0.76378	0.710688	0.69808	0.667594	0.63948	0.587076	0.552185	0.482592	0.419709	0.360126	0.308476	0.284779
0.21225564	0.755081	0.764988	0.769958	0.769788	0.770484	0.777413	0.762807	0.754486	0.76429	0.711501	0.698959	0.668524	0.640589	0.587377	0.552528	0.482828	0.419714	0.359815	0.30762	0.283194
0.21408543	0.755318	0.765962	0.770215	0.770232	0.771036	0.777868	0.763371	0.754965	0.764823	0.712348	0.699878	0.669493	0.641737	0.587714	0.552904	0.483077	0.41974	0.359504	0.306749	0.281606
0.21591522	0.75557	0.766916	0.77048	0.770678	0.771588	0.778319	0.763933	0.755448	0.765353	0.713202	0.700813	0.670478	0.642897	0.588066	0.553288	0.483318	0.419769	0.359178	0.30585	0.280009
0.21774501	0.755813	0.767826	0.770728	0.771102	0.772117	0.778742	0.76447	0.75591	0.765855	0.714041	0.701738	0.671453	0.644046	0.588411	0.553659	0.483531	0.419783	0.358821	0.304912	0.278393
0.2195748	0.756027	0.768668	0.770938	0.771484	0.7726	0.779117	0.764958	0.75633	0.766308	0.714843	0.702632	0.672397	0.645159	0.58873	0.553996	0.483697	0.419763	0.358418	0.303924	0.276753
0.22140459	0.756193	0.76942	0.771091	0.771802	0.773017	0.779423	0.765377	0.756686	0.766692	0.715589	0.703472	0.67329	0.646216	0.589002	0.55428	0.483799	0.419694	0.357957	0.302875	0.275082
0.22323438	0.756294	0.770063	0.771168	0.77204	0.773351	0.779644	0.765711	0.756962	0.766989	0.716262	0.70424	0.674111	0.647197	0.589212	0.554493	0.483821	0.419561	0.357425	0.301756	0.273373
0.22506417	0.756314	0.77058	0.771155	0.772183	0.773586	0.779764	0.765943	0.757142	0.767183	0.716846	0.704919	0.674844	0.648083	0.589345	0.554618	0.48375	0.41935	0.356811	0.300559	0.271623
0.22689396	0.756243	0.770956	0.771037	0.772217	0.773708	0.779771	0.766059	0.757213	0.767261	0.717327	0.705492	0.675474	0.648858	0.589385	0.554642	0.483572	0.419049	0.356105	0.299277	0.269826
0.22872375	0.756069	0.77118	0.770805	0.772132	0.773707	0.779654	0.766049	0.757162	0.767211	0.717694	0.705946	0.675986	0.649508	0.589322	0.554551	0.483278	0.418647	0.3553	0.297905	0.267981
0.23055354	0.755783	0.77124	0.77045	0.77192	0.773573	0.779404	0.765902	0.756981	0.767023	0.717936	0.706269	0.676369	0.650019	0.589145	0.554335	0.482857	0.418135	0.354388	0.296438	0.266084
0.23238333	0.75538	0.771129	0.769964	0.771572	0.773298	0.779016	0.765613	0.756662	0.76669	0.718046	0.706451	0.676612	0.65038	0.588846	0.553984	0.482302	0.417505	0.353365	0.294872	0.264135
0.23421312	0.754853	0.77084	0.769342	0.771084	0.772878	0.778484	0.765174	0.756201	0.766205	0.718016	0.706484	0.676706	0.650581	0.588416	0.55349	0.481607	0.416751	0.352225	0.293206	0.262133
0.23604291	0.754202	0.770369	0.768583	0.770453	0.772309	0.777805	0.764583	0.755593	0.765565	0.717841	0.70636	0.676643	0.650613	0.58785	0.552847	0.480767	0.415867	0.350966	0.291438	0.260079
0.2378727	0.753422	0.769713	0.767683	0.769676	0.771588	0.776976	0.763836	0.754837	0.764767	0.717517	0.706073	0.676417	0.65047	0.587142	0.55205	0.479778	0.414849	0.349586	0.289569	0.257974
