Freq	3K	5K	10K	15K	20K	25K	30K	35K	40K	50K	70K	100K	125K	150K	175K	200K	225K	250K	275K	296K
0.48123477	0.582633	0.580307	0.587499	0.592954	0.595153	0.594347	0.58732	0.586131	0.579253	0.54959	0.522287	0.488858	0.455579	0.384795	0.338041	0.277571	0.21825	0.162135	0.114033	0.0878066
0.48306456	0.581417	0.579023	0.586224	0.591664	0.593901	0.593074	0.586119	0.584904	0.578041	0.548375	0.52105	0.487665	0.454334	0.383456	0.336677	0.276214	0.217019	0.161034	0.113126	0.0870876
0.48489435	0.580184	0.577728	0.584933	0.590362	0.592634	0.59179	0.584906	0.583666	0.576819	0.547159	0.519812	0.486473	0.453091	0.382121	0.335318	0.274867	0.215798	0.159947	0.112234	0.0863797
0.48672414	0.578933	0.576423	0.583628	0.589049	0.591356	0.590496	0.583681	0.582418	0.575586	0.545943	0.518575	0.485283	0.451851	0.38079	0.333965	0.27353	0.214588	0.158873	0.111359	0.085683
0.48855393	0.577668	0.575109	0.582311	0.587728	0.590066	0.589194	0.582447	0.581164	0.574346	0.544728	0.517338	0.484092	0.450612	0.379464	0.332619	0.272206	0.21339	0.157814	0.1105	0.0849974
0.49038372	0.57639	0.573787	0.580983	0.5864	0.588768	0.587885	0.581204	0.579903	0.573098	0.543514	0.5161	0.482902	0.449375	0.378143	0.331279	0.270893	0.212204	0.156769	0.109658	0.084323
0.49221351	0.575101	0.572457	0.579646	0.585065	0.587461	0.586571	0.579955	0.578638	0.571844	0.5423	0.514863	0.48171	0.448139	0.376828	0.329946	0.269592	0.21103	0.155739	0.108833	0.0836595
0.4940433	0.573802	0.571119	0.578301	0.583726	0.586147	0.585253	0.5787	0.577369	0.570585	0.541087	0.513625	0.480518	0.446903	0.375519	0.32862	0.268304	0.209869	0.154724	0.108025	0.0830067
0.49587309	0.572494	0.569774	0.576949	0.582382	0.584828	0.583932	0.57744	0.576097	0.569321	0.539875	0.512386	0.479322	0.445667	0.374215	0.3273	0.267028	0.20872	0.153723	0.107233	0.0823646
0.49770288	0.571179	0.568423	0.575593	0.581036	0.583503	0.582608	0.576176	0.574824	0.568053	0.538663	0.511146	0.478124	0.444429	0.372917	0.325987	0.265764	0.207584	0.152737	0.106458	0.0817327
0.49953267	0.569859	0.567066	0.574232	0.579687	0.582175	0.581284	0.57491	0.573551	0.566783	0.537452	0.509904	0.476921	0.44319	0.371624	0.324681	0.264512	0.20646	0.151766	0.105699	0.0811108
0.50136246	0.568534	0.565703	0.572868	0.578337	0.580843	0.579959	0.573642	0.572278	0.56551	0.536241	0.50866	0.475714	0.441949	0.370336	0.323381	0.263273	0.205349	0.15081	0.104955	0.0804986
0.50319225	0.567207	0.564336	0.571503	0.576986	0.57951	0.578636	0.572373	0.571006	0.564236	0.535031	0.507414	0.474501	0.440704	0.369053	0.322087	0.262044	0.20425	0.149868	0.104228	0.0798959
0.50502204	0.565878	0.562964	0.570138	0.575636	0.578176	0.577314	0.571105	0.569736	0.562961	0.533821	0.506166	0.473283	0.439457	0.367775	0.3208	0.260828	0.203164	0.14894	0.103515	0.0793022
0.50685183	0.56455	0.561588	0.568773	0.574288	0.576843	0.575995	0.569837	0.568469	0.561686	0.532612	0.504915	0.472059	0.438206	0.366502	0.319518	0.259622	0.202089	0.148027	0.102818	0.0787172
0.50868162	0.563223	0.56021	0.56741	0.572942	0.57551	0.57468	0.568572	0.567207	0.560412	0.531404	0.503663	0.470829	0.436951	0.365233	0.318243	0.258428	0.201027	0.147128	0.102135	0.0781407
0.51051141	0.561899	0.55883	0.56605	0.571599	0.57418	0.57337	0.56731	0.565949	0.55914	0.530198	0.50241	0.469592	0.435693	0.363969	0.316973	0.257244	0.199977	0.146243	0.101467	0.0775722
0.5123412	0.560579	0.55745	0.564695	0.57026	0.572854	0.572065	0.566052	0.564697	0.557871	0.528995	0.501155	0.468351	0.434432	0.362709	0.315709	0.256072	0.198938	0.145372	0.100812	0.0770116
0.51417099	0.559264	0.556069	0.563345	0.568927	0.571532	0.570767	0.5648	0.563451	0.556606	0.527793	0.4999	0.467104	0.433168	0.361454	0.314452	0.254909	0.197912	0.144514	0.100171	0.0764584
0.51600078	0.557957	0.554691	0.562002	0.5676	0.570216	0.569476	0.563554	0.562214	0.555346	0.526596	0.498645	0.465852	0.431902	0.360204	0.313201	0.253757	0.196898	0.143671	0.0995426	0.0759124
0.51783057	0.556658	0.553314	0.560666	0.56628	0.568906	0.568194	0.562316	0.560984	0.554092	0.525402	0.497392	0.464597	0.430635	0.358958	0.311957	0.252616	0.195896	0.142841	0.0989271	0.0753733
0.51966036	0.555368	0.551942	0.559339	0.564969	0.567605	0.566921	0.561085	0.559764	0.552845	0.524214	0.496141	0.46334	0.429368	0.357718	0.310719	0.251486	0.194906	0.142024	0.0983238	0.0748408
0.52149015	0.554088	0.550576	0.558022	0.563666	0.566312	0.565658	0.559864	0.558554	0.551606	0.523033	0.494894	0.46208	0.428101	0.356484	0.309489	0.250366	0.193928	0.141221	0.0977324	0.0743147
0.52331994	0.55282	0.549215	0.556715	0.562373	0.56503	0.564405	0.558653	0.557355	0.550375	0.521858	0.493651	0.46082	0.426836	0.355255	0.308267	0.249257	0.192962	0.140431	0.0971524	0.0737947
0.52514973	0.551565	0.547862	0.55542	0.56109	0.563758	0.563164	0.557453	0.556167	0.549155	0.520691	0.492414	0.459561	0.425573	0.354033	0.307054	0.248159	0.192009	0.139654	0.0965834	0.0732806
0.52697952	0.550322	0.546519	0.554137	0.559818	0.562497	0.561935	0.556265	0.554991	0.547945	0.519533	0.491184	0.458305	0.424315	0.352818	0.305849	0.247072	0.191068	0.138891	0.0960252	0.0727722
0.52880931	0.549094	0.545184	0.552866	0.558558	0.561249	0.560718	0.555089	0.553827	0.546747	0.518384	0.489962	0.457051	0.423062	0.35161	0.304654	0.245997	0.19014	0.13814	0.0954772	0.0722692
0.5306391	0.54788	0.543861	0.551609	0.55731	0.560013	0.559513	0.553925	0.552675	0.54556	0.517246	0.488749	0.455803	0.421815	0.350409	0.30347	0.244933	0.189225	0.137402	0.0949391	0.0717715
0.53246889	0.54668	0.542549	0.550365	0.556074	0.55879	0.558322	0.552774	0.551537	0.544386	0.516119	0.487546	0.454561	0.420576	0.349217	0.302295	0.243882	0.188322	0.136677	0.0944104	0.0712788
0.53429868	0.545496	0.541249	0.549135	0.554851	0.55758	0.557143	0.551637	0.550411	0.543224	0.515004	0.486354	0.453326	0.419346	0.348034	0.301132	0.242843	0.187432	0.135965	0.0938908	0.0707911
0.53612847	0.544326	0.539962	0.547918	0.553639	0.556383	0.555976	0.550512	0.549297	0.542075	0.5139	0.485174	0.452099	0.418125	0.346859	0.29998	0.241816	0.186556	0.135265	0.0933798	0.070308
0.53795826	0.543172	0.538687	0.546715	0.55244	0.555199	0.554822	0.549401	0.548196	0.540939	0.512808	0.484006	0.450882	0.416915	0.345694	0.29884	0.240802	0.185692	0.134578	0.0928772	0.0698296
0.53978805	0.542032	0.537426	0.545524	0.551253	0.554029	0.55368	0.548302	0.547107	0.539815	0.511728	0.482851	0.449675	0.415717	0.344538	0.297713	0.239801	0.184841	0.133902	0.0923823	0.0693556
0.54161784	0.540906	0.536176	0.544347	0.550076	0.55287	0.552549	0.547215	0.546028	0.538703	0.51066	0.481708	0.448479	0.41453	0.343392	0.296598	0.238812	0.184003	0.133238	0.0918949	0.0688858
0.54344763	0.539793	0.53494	0.543181	0.548911	0.551724	0.551429	0.546139	0.544961	0.537603	0.509604	0.480579	0.447295	0.413356	0.342256	0.295496	0.237837	0.183178	0.132586	0.0914145	0.0684201
0.54527742	0.538694	0.533715	0.542027	0.547755	0.550588	0.550319	0.545075	0.543903	0.536513	0.508558	0.479462	0.446122	0.412194	0.34113	0.294407	0.236875	0.182365	0.131946	0.0909407	0.0679584
0.54710721	0.537606	0.532501	0.540883	0.546609	0.549463	0.549217	0.54402	0.542853	0.535434	0.507523	0.478357	0.444962	0.411045	0.340014	0.293331	0.235925	0.181564	0.131316	0.090473	0.0675006
0.548937	0.536529	0.531297	0.53975	0.54547	0.548346	0.548124	0.542974	0.54181	0.534363	0.506498	0.477264	0.443814	0.409909	0.338908	0.292268	0.234989	0.180776	0.130696	0.090011	0.0670464
0.55076679	0.535462	0.530102	0.538624	0.544338	0.547238	0.547037	0.541936	0.540775	0.533301	0.505481	0.476182	0.442677	0.408786	0.337811	0.291218	0.234065	0.179999	0.130087	0.0895542	0.0665959
0.55259658	0.534405	0.528915	0.537506	0.543212	0.546137	0.545955	0.540905	0.539744	0.532245	0.504472	0.47511	0.441552	0.407675	0.336724	0.290181	0.233154	0.179234	0.129487	0.0891023	0.0661488
0.55442637	0.533354	0.527735	0.536395	0.542091	0.545042	0.544878	0.539879	0.538717	0.531195	0.503469	0.474047	0.440438	0.406575	0.335646	0.289156	0.232255	0.17848	0.128897	0.0886548	0.0657051
0.55625616	0.532311	0.52656	0.535289	0.540973	0.543952	0.543804	0.538857	0.537692	0.530149	0.502472	0.472992	0.439335	0.405487	0.334578	0.288143	0.231367	0.177736	0.128315	0.0882111	0.0652646
0.55808595	0.531272	0.525389	0.534187	0.539857	0.542864	0.542732	0.537838	0.536669	0.529106	0.501478	0.471945	0.438242	0.40441	0.333517	0.287143	0.230491	0.177002	0.127741	0.087771	0.0648273
0.55991574	0.530238	0.524221	0.533089	0.538743	0.541779	0.541662	0.536821	0.535647	0.528065	0.500488	0.470903	0.437158	0.403342	0.332465	0.286153	0.229627	0.176278	0.127175	0.0873339	0.064393
0.56174553	0.529208	0.523054	0.531993	0.537629	0.540696	0.540591	0.535805	0.534623	0.527025	0.499499	0.469866	0.436082	0.402283	0.331421	0.285175	0.228773	0.175562	0.126616	0.0868994	0.0639617
0.56357532	0.528179	0.521887	0.530898	0.536514	0.539612	0.539519	0.534788	0.533597	0.525984	0.498511	0.468832	0.435014	0.401233	0.330385	0.284207	0.227929	0.174855	0.126063	0.086467	0.0635333
0.56540511	0.527152	0.52072	0.529803	0.535397	0.538528	0.538445	0.53377	0.532569	0.524943	0.497522	0.4678	0.433953	0.40019	0.329355	0.283249	0.227095	0.174156	0.125516	0.0860364	0.0631077
0.5672349	0.526125	0.519551	0.528709	0.534278	0.537442	0.537369	0.532751	0.531537	0.523899	0.496532	0.46677	0.432898	0.399154	0.328333	0.2823	0.22627	0.173464	0.124974	0.0856072	0.0626849
0.56906469	0.525098	0.518378	0.527614	0.533157	0.536354	0.53629	0.531728	0.530501	0.522852	0.49554	0.46574	0.431848	0.398124	0.327317	0.281361	0.225454	0.172778	0.124438	0.085179	0.0622648
0.57089448	0.524071	0.517203	0.526518	0.532032	0.535263	0.535207	0.530703	0.52946	0.521802	0.494545	0.46471	0.430803	0.397099	0.326308	0.28043	0.224646	0.172099	0.123905	0.0847515	0.0618474
0.57272427	0.523042	0.516024	0.525421	0.530904	0.53417	0.534121	0.529674	0.528415	0.520748	0.493547	0.463679	0.429763	0.39608	0.325305	0.279508	0.223846	0.171426	0.123376	0.0843242	0.0614326
0.57455406	0.522013	0.514841	0.524323	0.529772	0.533074	0.533032	0.528641	0.527366	0.519691	0.492547	0.462647	0.428728	0.395066	0.324308	0.278594	0.223055	0.170758	0.12285	0.083897	0.0610205
0.57638385	0.520983	0.513655	0.523223	0.528638	0.531975	0.53194	0.527606	0.526312	0.518631	0.491543	0.461614	0.427696	0.394056	0.323318	0.277688	0.22227	0.170095	0.122326	0.0834695	0.0606111
0.57821364	0.519952	0.512466	0.522124	0.527501	0.530874	0.530846	0.526568	0.525254	0.517567	0.490536	0.460579	0.426669	0.393052	0.322335	0.276789	0.221493	0.169437	0.121805	0.0830415	0.0602042
0.58004343	0.518921	0.511274	0.521024	0.526363	0.529772	0.52975	0.525527	0.524193	0.516501	0.489527	0.459544	0.425646	0.392052	0.321358	0.275898	0.220723	0.168783	0.121286	0.0826127	0.0598001
0.58187322	0.51789	0.510081	0.519925	0.525223	0.528668	0.528653	0.524486	0.523131	0.515433	0.488518	0.458508	0.424629	0.391058	0.320389	0.275015	0.219959	0.168133	0.120769	0.0821831	0.0593987
0.58370301	0.516861	0.508888	0.518828	0.524085	0.527565	0.527557	0.523444	0.522067	0.514365	0.487507	0.457473	0.423618	0.390071	0.319428	0.27414	0.219203	0.167487	0.120253	0.0817525	0.059
0.5855328	0.515834	0.507697	0.517734	0.522947	0.526463	0.526462	0.522403	0.521003	0.513298	0.486498	0.45644	0.422613	0.38909	0.318475	0.273273	0.218454	0.166845	0.119738	0.0813207	0.0586041
0.58736259	0.51481	0.506508	0.516645	0.521813	0.525364	0.525371	0.521364	0.519942	0.512234	0.485492	0.45541	0.421616	0.388117	0.317532	0.272414	0.217711	0.166207	0.119223	0.0808878	0.0582111
0.58919238	0.513791	0.505325	0.515561	0.520684	0.524269	0.524285	0.520329	0.518884	0.511173	0.48449	0.454384	0.420628	0.387154	0.316599	0.271564	0.216976	0.165573	0.11871	0.0804537	0.057821
0.59102217	0.512778	0.50415	0.514484	0.519561	0.52318	0.523206	0.5193	0.517832	0.510118	0.483494	0.453366	0.419651	0.386201	0.315677	0.270724	0.216249	0.164944	0.118198	0.0800184	0.057434
0.59285196	0.511773	0.502984	0.513417	0.518447	0.522099	0.522135	0.518278	0.516786	0.509072	0.482507	0.452355	0.418687	0.38526	0.314767	0.269893	0.21553	0.164319	0.117686	0.0795819	0.05705
0.59468175	0.510777	0.501831	0.51236	0.517343	0.521027	0.521075	0.517266	0.515751	0.508035	0.48153	0.451356	0.417736	0.384332	0.31387	0.269073	0.214819	0.163698	0.117176	0.0791445	0.0566692
0.59651154	0.509791	0.500693	0.511316	0.516252	0.519967	0.520028	0.516266	0.514727	0.507011	0.480566	0.450369	0.416801	0.38342	0.312988	0.268265	0.214116	0.163083	0.116666	0.078706	0.0562917
0.59834133	0.508818	0.499573	0.510285	0.515175	0.518921	0.518996	0.515278	0.513717	0.506001	0.479617	0.449397	0.415883	0.382525	0.312121	0.267468	0.213424	0.162473	0.116157	0.0782668	0.0559176
0.60017112	0.507859	0.498473	0.509271	0.514115	0.51789	0.51798	0.514307	0.512722	0.505007	0.478685	0.448442	0.414985	0.381649	0.311271	0.266684	0.21274	0.161869	0.11565	0.077827	0.0555469
0.60200091	0.506916	0.497397	0.508275	0.513074	0.516877	0.516984	0.513352	0.511746	0.504032	0.477773	0.447507	0.414109	0.380793	0.310438	0.265914	0.212067	0.161272	0.115145	0.0773867	0.0551797
0.6038307	0.50599	0.496346	0.507297	0.512053	0.515883	0.516007	0.512417	0.510789	0.503078	0.476883	0.446594	0.413256	0.379959	0.309623	0.265159	0.211405	0.160681	0.114641	0.0769461	0.0548161
0.60566049	0.505082	0.495324	0.506341	0.511054	0.51491	0.515053	0.511503	0.509853	0.502147	0.476017	0.445705	0.412427	0.379149	0.308829	0.264418	0.210754	0.160097	0.11414	0.0765055	0.0544562
0.60749028	0.504194	0.494333	0.505406	0.510079	0.513959	0.514123	0.510611	0.508941	0.50124	0.475176	0.444842	0.411625	0.378364	0.308054	0.263693	0.210115	0.15952	0.113641	0.0760651	0.0541001
0.60932007	0.503326	0.493374	0.504495	0.509129	0.513031	0.513217	0.509744	0.508053	0.500358	0.474363	0.444008	0.410851	0.377605	0.307301	0.262984	0.209488	0.158952	0.113144	0.0756252	0.0537477
0.61114986	0.502481	0.492449	0.503608	0.508205	0.512128	0.512338	0.508901	0.507191	0.499505	0.473578	0.443202	0.410106	0.376874	0.30657	0.262292	0.208873	0.158392	0.112651	0.0751859	0.0533992
0.61297965	0.501658	0.491561	0.502746	0.507309	0.511251	0.511486	0.508084	0.506355	0.498679	0.472824	0.442428	0.409391	0.376171	0.305862	0.261618	0.208271	0.15784	0.11216	0.0747474	0.0530546
0.61480944	0.500858	0.490709	0.501909	0.50644	0.510401	0.510662	0.507295	0.505548	0.497883	0.472101	0.441686	0.408707	0.375497	0.305175	0.26096	0.207681	0.157297	0.111673	0.0743101	0.0527138
0.61663923	0.50008	0.489896	0.501098	0.505599	0.509576	0.509865	0.506532	0.504768	0.497117	0.471409	0.440976	0.408054	0.374852	0.304512	0.26032	0.207104	0.156764	0.11119	0.073874	0.052377
0.61846902	0.499326	0.489121	0.500313	0.504787	0.508779	0.509096	0.505797	0.504015	0.49638	0.470749	0.440299	0.407432	0.374236	0.303871	0.259698	0.20654	0.156239	0.11071	0.0734394	0.0520439
0.62029881	0.498595	0.488384	0.499552	0.504002	0.508007	0.508354	0.505088	0.503291	0.495673	0.47012	0.439656	0.406842	0.37365	0.303252	0.259093	0.205988	0.155723	0.110234	0.0730064	0.0517147
0.6221286	0.497885	0.487686	0.498816	0.503245	0.507261	0.507639	0.504406	0.502593	0.494995	0.469523	0.439045	0.406281	0.373091	0.302655	0.258504	0.205448	0.155215	0.109762	0.0725752	0.0513892
0.62395839	0.497197	0.487024	0.498104	0.502514	0.50654	0.50695	0.503749	0.501922	0.494345	0.468955	0.438467	0.40575	0.37256	0.302079	0.257932	0.20492	0.154717	0.109294	0.0721459	0.0510674
0.62578818	0.496528	0.486398	0.497413	0.501807	0.505842	0.506284	0.503116	0.501275	0.493723	0.468416	0.437919	0.405247	0.372055	0.301523	0.257375	0.204402	0.154226	0.10883	0.0717186	0.0507491
0.62761797	0.495878	0.485805	0.496743	0.501124	0.505166	0.505641	0.502506	0.500651	0.493125	0.467904	0.437401	0.40477	0.371575	0.300985	0.256833	0.203895	0.153743	0.108369	0.0712933	0.0504343
0.62944776	0.495244	0.485245	0.496092	0.500462	0.504509	0.505019	0.501916	0.500048	0.492551	0.467417	0.43691	0.404318	0.371117	0.300464	0.256304	0.203396	0.153267	0.107912	0.07087	0.0501229
0.63127755	0.494625	0.484714	0.495458	0.499819	0.503869	0.504414	0.501344	0.499465	0.491998	0.466952	0.436445	0.403888	0.370678	0.299958	0.255786	0.202906	0.152798	0.107457	0.0704487	0.0498145
0.63310734	0.494018	0.484208	0.494837	0.499192	0.503245	0.503825	0.500788	0.498897	0.491463	0.466506	0.436002	0.403477	0.370257	0.299466	0.255279	0.202422	0.152334	0.107006	0.0700294	0.0495091
0.63493713	0.493421	0.483726	0.494228	0.498578	0.502632	0.503247	0.500245	0.498343	0.490944	0.466078	0.435579	0.403082	0.369851	0.298984	0.254781	0.201944	0.151875	0.106557	0.0696121	0.0492065
0.63676692	0.492831	0.483263	0.493627	0.497975	0.502029	0.50268	0.499712	0.497799	0.490437	0.465662	0.435172	0.402701	0.369456	0.298512	0.25429	0.20147	0.151419	0.10611	0.0691966	0.0489065
0.63859671	0.492245	0.482815	0.493032	0.497379	0.501431	0.502117	0.499186	0.497262	0.489938	0.465257	0.434777	0.402329	0.36907	0.298046	0.253803	0.200998	0.150965	0.105665	0.0687828	0.0486088
0.6404265	0.49166	0.482377	0.492439	0.496786	0.500836	0.501558	0.498662	0.496728	0.489445	0.464856	0.434392	0.401962	0.368688	0.297583	0.253319	0.200527	0.150513	0.10522	0.0683706	0.0483133
0.64225629	0.491074	0.481947	0.491845	0.496193	0.50024	0.500996	0.498138	0.496194	0.488954	0.464458	0.434012	0.401598	0.368306	0.297122	0.252835	0.200054	0.150061	0.104775	0.0679598	0.0480195
0.64408608	0.490481	0.481518	0.491246	0.495596	0.499638	0.50043	0.49761	0.495657	0.48846	0.464057	0.433633	0.401233	0.367922	0.296658	0.25235	0.199579	0.149608	0.10433	0.0675502	0.0477274
0.64591587	0.48988	0.481086	0.490638	0.494992	0.499028	0.499854	0.497074	0.495112	0.487959	0.46365	0.43325	0.400861	0.367531	0.29619	0.25186	0.199099	0.149151	0.103884	0.0671416	0.0474367
0.64774566	0.489267	0.480647	0.490019	0.494376	0.498406	0.499266	0.496526	0.494555	0.487448	0.463232	0.43286	0.400479	0.36713	0.295714	0.251364	0.198613	0.148691	0.103437	0.0667339	0.047147
0.64957545	0.488639	0.480195	0.489385	0.493744	0.497768	0.498661	0.495962	0.493982	0.486923	0.462799	0.432458	0.400084	0.366714	0.295228	0.250859	0.198119	0.148225	0.102986	0.0663267	0.0468581
0.65140524	0.487992	0.479727	0.488732	0.493094	0.49711	0.498035	0.495379	0.493391	0.486379	0.462347	0.43204	0.39967	0.36628	0.294728	0.250342	0.197614	0.147752	0.102533	0.06592	0.0465698
0.65323503	0.487323	0.479237	0.488056	0.49242	0.496428	0.497385	0.494772	0.492776	0.485812	0.461872	0.431601	0.399234	0.365824	0.294212	0.249812	0.197097	0.147271	0.102075	0.0655134	0.0462818
0.65506482	0.486629	0.478721	0.487355	0.491721	0.49572	0.496708	0.49414	0.492135	0.485219	0.46137	0.431138	0.398773	0.365342	0.293677	0.249266	0.196566	0.14678	0.101613	0.0651068	0.0459937
0.65689461	0.485907	0.478175	0.486625	0.490991	0.494982	0.495999	0.493477	0.491464	0.484596	0.460837	0.430647	0.398282	0.364831	0.29312	0.248702	0.196021	0.146279	0.101146	0.0646999	0.0457055
0.6587244	0.485154	0.477594	0.485864	0.490229	0.49421	0.495256	0.49278	0.490759	0.48394	0.460269	0.430123	0.397758	0.364288	0.292539	0.248118	0.195458	0.145765	0.100673	0.0642927	0.0454169
0.66055419	0.484367	0.476975	0.485067	0.48943	0.493402	0.494475	0.492047	0.490018	0.483248	0.459663	0.429564	0.397198	0.36371	0.291932	0.247512	0.194877	0.145238	0.100193	0.0638848	0.0451276
0.66238398	0.483545	0.476314	0.484234	0.488592	0.492555	0.493654	0.491275	0.489238	0.482515	0.459016	0.428966	0.396599	0.363094	0.291297	0.246881	0.194276	0.144696	0.099706	0.0634762	0.0448374
0.66421377	0.482684	0.475608	0.483361	0.487713	0.491666	0.49279	0.490462	0.488417	0.481741	0.458326	0.428326	0.395958	0.362437	0.290631	0.246226	0.193655	0.14414	0.0992117	0.0630668	0.0445462
0.66604356	0.481783	0.474853	0.482446	0.486791	0.490734	0.491882	0.489604	0.487551	0.480922	0.45759	0.42764	0.395273	0.361738	0.289933	0.245543	0.193011	0.143567	0.0987094	0.0626564	0.0442538
0.66787335	0.48084	0.474049	0.481488	0.485823	0.489757	0.490927	0.488701	0.48664	0.480055	0.456805	0.426908	0.394542	0.360993	0.289202	0.244832	0.192345	0.142977	0.0981989	0.062245	0.04396
0.66970314	0.479854	0.473191	0.480484	0.484808	0.488733	0.489923	0.48775	0.485681	0.479141	0.45597	0.426127	0.393763	0.360203	0.288436	0.244091	0.191656	0.14237	0.0976798	0.0618325	0.0436648
0.67153293	0.478823	0.472279	0.479435	0.483745	0.48766	0.48887	0.48675	0.484673	0.478176	0.455083	0.425294	0.392934	0.359365	0.287634	0.243321	0.190942	0.141745	0.097152	0.0614189	0.0433679
0.67336272	0.477747	0.471312	0.478339	0.482632	0.486539	0.487767	0.4857	0.483616	0.477161	0.454144	0.42441	0.392054	0.358479	0.286796	0.242519	0.190204	0.141102	0.0966154	0.0610043	0.0430695
0.67519251	0.476625	0.470287	0.477195	0.48147	0.485368	0.486613	0.4846	0.482508	0.476093	0.453151	0.423472	0.391123	0.357543	0.285921	0.241687	0.189442	0.140441	0.0960699	0.0605886	0.0427694
0.6770223	0.475458	0.469206	0.476003	0.480257	0.484148	0.485408	0.48345	0.481349	0.474973	0.452105	0.42248	0.390141	0.356558	0.285009	0.240823	0.188655	0.139761	0.0955155	0.0601719	0.0424676
0.67885209	0.474244	0.468067	0.474764	0.478995	0.482878	0.484152	0.482249	0.48014	0.473802	0.451005	0.421434	0.389107	0.355525	0.284061	0.239927	0.187844	0.139063	0.0949524	0.0597544	0.0421641
0.68068188	0.472985	0.46687	0.473477	0.477683	0.481559	0.482845	0.480998	0.478881	0.472578	0.449851	0.420334	0.388021	0.354442	0.283076	0.239001	0.18701	0.138347	0.0943809	0.0593362	0.0418589
0.68251167	0.471681	0.465618	0.472143	0.476322	0.480191	0.481489	0.479697	0.477572	0.471303	0.448644	0.419181	0.386884	0.353311	0.282055	0.238043	0.186151	0.137614	0.0938012	0.0589174	0.0415523
0.68434146	0.470333	0.464309	0.470764	0.474913	0.478777	0.480083	0.478348	0.476215	0.469978	0.447386	0.417974	0.385698	0.352133	0.281	0.237056	0.185271	0.136864	0.0932137	0.0584983	0.0412441
0.68617125	0.468943	0.462947	0.46934	0.473458	0.477316	0.478631	0.476952	0.47481	0.468604	0.446077	0.416716	0.384463	0.350909	0.279911	0.23604	0.184368	0.136097	0.0926189	0.0580789	0.0409346
0.68800104	0.467511	0.461532	0.467874	0.471958	0.475811	0.477133	0.475511	0.47336	0.467183	0.444719	0.415408	0.38318	0.34964	0.278789	0.234996	0.183445	0.135315	0.0920171	0.0576597	0.0406239
0.68983083	0.466039	0.460066	0.466366	0.470415	0.474263	0.475592	0.474026	0.471866	0.465716	0.443314	0.41405	0.381852	0.34833	0.277636	0.233925	0.182502	0.134519	0.0914092	0.0572408	0.0403121
0.69166062	0.46453	0.458553	0.46482	0.468831	0.472676	0.474009	0.472499	0.470331	0.464206	0.441864	0.412646	0.380481	0.346978	0.276453	0.232828	0.18154	0.133709	0.0907955	0.0568225	0.0399996
0.69349041	0.462986	0.456993	0.463236	0.467209	0.47105	0.472387	0.470934	0.468756	0.462655	0.440371	0.411197	0.379068	0.345588	0.275244	0.231708	0.180562	0.132887	0.0901769	0.0564051	0.0396864
0.6953202	0.461408	0.455391	0.461619	0.465551	0.469388	0.470728	0.469331	0.467145	0.461066	0.438838	0.409706	0.377616	0.344162	0.274009	0.230565	0.179568	0.132054	0.0895541	0.0559888	0.0393727
0.69714999	0.4598	0.453748	0.459969	0.463859	0.467694	0.469036	0.467695	0.465499	0.45944	0.437267	0.408175	0.376128	0.342703	0.27275	0.229403	0.17856	0.131211	0.0889279	0.0555741	0.039059
0.69897978	0.458163	0.452069	0.45829	0.462138	0.46597	0.467312	0.466028	0.463822	0.457782	0.435662	0.406607	0.374607	0.341212	0.271471	0.228222	0.17754	0.13036	0.0882989	0.0551611	0.0387454
0.70080957	0.456501	0.450356	0.456586	0.460388	0.464218	0.465561	0.464332	0.462117	0.456094	0.434025	0.405005	0.373055	0.339694	0.270173	0.227025	0.176509	0.129501	0.0876681	0.0547503	0.0384321
0.70263936	0.454816	0.448613	0.454858	0.458615	0.462442	0.463784	0.462611	0.460387	0.454379	0.432359	0.403373	0.371475	0.338151	0.268859	0.225814	0.175469	0.128637	0.0870364	0.0543419	0.0381195
0.70446915	0.453112	0.446843	0.45311	0.45682	0.460646	0.461987	0.460869	0.458634	0.452641	0.430668	0.401712	0.36987	0.336585	0.267531	0.22459	0.174421	0.127769	0.0864044	0.0539362	0.0378079
0.70629894	0.451391	0.44505	0.451345	0.455007	0.458831	0.46017	0.459108	0.456863	0.450882	0.428955	0.400027	0.368244	0.335	0.266191	0.223357	0.173368	0.126898	0.0857731	0.0535336	0.0374976
0.70812873	0.449656	0.443238	0.449566	0.45318	0.457002	0.458339	0.457331	0.455075	0.449107	0.427223	0.39832	0.366599	0.333399	0.264843	0.222116	0.172311	0.126026	0.0851433	0.0531343	0.0371888
0.70995852	0.44791	0.441409	0.447776	0.451341	0.455161	0.456495	0.455542	0.453276	0.447317	0.425475	0.396596	0.364939	0.331786	0.263488	0.22087	0.171253	0.125155	0.0845159	0.0527386	0.0368818
0.71178831	0.446157	0.439569	0.445979	0.449494	0.453312	0.454643	0.453744	0.451466	0.445517	0.423715	0.394856	0.363267	0.330162	0.262129	0.21962	0.170193	0.124285	0.0838916	0.0523468	0.036577
0.7136181	0.444399	0.43772	0.444177	0.447643	0.451457	0.452785	0.45194	0.449651	0.443711	0.421947	0.393106	0.361586	0.328532	0.260768	0.21837	0.169135	0.123418	0.0832712	0.0519591	0.0362746
0.71544789	0.442639	0.435867	0.442374	0.445789	0.449601	0.450925	0.450133	0.447833	0.4419	0.420172	0.391348	0.3599	0.326897	0.259409	0.21712	0.16808	0.122555	0.0826555	0.0515758	0.0359749
