F	chi1_3K	chi1_10K	chi1_15K	chi1_20K	chi1_25K	chi2_3K	chi2_10K	chi2_15K	chi2_20K	chi2_25K
1.50957675	0	-0.000819728	-0.00075614	-0.00089651	-0.000498761	0.00E+00	-0.000262771	-0.000343916	-0.000564229	-0.000862093
1.51140654	0	-0.000823519	-0.000755539	-0.000891359	-0.000494959	0.00E+00	-0.000261652	-0.000350391	-0.000571871	-0.000866815
1.51323633	0	-0.000827466	-0.000754306	-0.000885724	-0.000491157	0.00E+00	-0.000260451	-0.000356934	-0.00057918	-0.000871591
1.51506612	0	-0.000831727	-0.000752443	-0.000879763	-0.00048704	0.00E+00	-0.000259137	-0.000363567	-0.000586124	-0.000876411
1.51689591	0	-0.000836459	-0.000750105	-0.000873474	-0.000483398	0.00E+00	-0.000257703	-0.000370248	-0.000592681	-0.000881269
1.5187257	0	-0.000841347	-0.000746821	-0.000866543	-0.000479285	0.00E+00	-0.000256211	-0.000377044	-0.000598889	-0.000886287
1.52055549	0	-0.000846866	-0.000743379	-0.000859758	-0.000475648	0.00E+00	-0.000254653	-0.000383878	-0.00060467	-0.000891402
1.52238528	0	-0.000852541	-0.000739464	-0.000852646	-0.000472173	0.00E+00	-0.000253037	-0.000390795	-0.000610073	-0.000896657
1.52421507	0	-0.000858692	-0.000735077	-0.000845365	-0.000468703	0.00E+00	-0.000251473	-0.000397824	-0.000615136	-0.000902159
1.52604486	0	-0.000865476	-0.000730375	-0.000837917	-0.000465712	0.00E+00	-0.000249902	-0.000404961	-0.000619833	-0.000907826
1.52787465	0	-0.000872577	-0.000725359	-0.000830457	-0.000462886	0.00E+00	-0.000248382	-0.000412205	-0.000624154	-0.000913742
1.52970444	0	-0.000880313	-0.00072003	-0.000822989	-0.00046054	0.00E+00	-0.000246949	-0.000419587	-0.000628155	-0.000919902
1.53153423	0	-0.000888368	-0.000714387	-0.000815353	-0.000458361	0.00E+00	-0.000245637	-0.000427101	-0.000631859	-0.000926374
1.53336402	0	-0.00089706	-0.000708907	-0.000807868	-0.000456822	0.00E+00	-0.000244496	-0.000434789	-0.000635282	-0.000933131
1.53519381	0	-0.000906389	-0.00070343	-0.000800692	-0.000455765	0.00E+00	-0.000243556	-0.000442641	-0.000638465	-0.000940191
1.5370236	0	-0.000916199	-0.000697642	-0.000793509	-0.000454876	0.00E+00	-0.000242835	-0.000450684	-0.000641431	-0.000947594
1.53885339	0	-0.000926649	-0.000692333	-0.000786796	-0.000454786	0.00E+00	-0.000242399	-0.000458928	-0.000644201	-0.000955296
1.54068318	0	-0.000937108	-0.000686871	-0.00077992	-0.000454704	0.00E+00	-0.000242304	-0.000467379	-0.000646862	-0.000963334
1.54251297	0	-0.000948365	-0.000681888	-0.000773675	-0.000455423	0.00E+00	-0.000242523	-0.000476005	-0.000649407	-0.000971672
1.54434276	0	-0.00095995	-0.00067707	-0.000767586	-0.000456466	0.00E+00	-0.000243184	-0.00048488	-0.000651938	-0.000980348
1.54617255	0	-0.000971862	-0.000672415	-0.000761655	-0.000457835	0.00E+00	-0.000244242	-0.000493963	-0.00065447	-0.000989346
1.54800234	0	-0.000984102	-0.000668241	-0.000756201	-0.000459844	0.00E+00	-0.00024578	-0.000503257	-0.000657069	-0.000998598
1.54983213	0	-0.00099683	-0.000664705	-0.000751222	-0.000462177	0.00E+00	-0.000247839	-0.000512741	-0.000659744	-0.00100813
1.55166192	0	-0.00100973	-0.000661649	-0.000746565	-0.000464991	0.00E+00	-0.000250413	-0.000522445	-0.000662603	-0.00101789
1.55349171	0	-0.00102264	-0.000659072	-0.00074223	-0.00046797	0.00E+00	-0.000253549	-0.000532275	-0.000665676	-0.00102787
1.5553215	0	-0.00103589	-0.000656975	-0.000738376	-0.00047127	0.00E+00	-0.000257255	-0.000542296	-0.000669003	-0.00103805
1.55715129	0	-0.00104915	-0.00065583	-0.000735005	-0.00047505	0.00E+00	-0.000261583	-0.000552419	-0.000672654	-0.00104837
1.55898108	0	-0.00106258	-0.000655321	-0.000731801	-0.00047899	0.00E+00	-0.000266494	-0.000562644	-0.000676646	-0.00105877
1.56081087	0	-0.00107572	-0.000655447	-0.000729083	-0.000483092	0.00E+00	-0.000272041	-0.000572907	-0.000681071	-0.0010693
1.56264066	0	-0.00108903	-0.000656682	-0.000726852	-0.00048767	0.00E+00	-0.000278221	-0.000583214	-0.000685947	-0.00107983
1.56447045	0	-0.00110203	-0.000658549	-0.00072495	-0.000492406	0.00E+00	-0.000285026	-0.000593475	-0.000691305	-0.00109037
1.56630024	0	-0.0011149	-0.000661523	-0.000723379	-0.000497141	0.00E+00	-0.000292448	-0.000603676	-0.000697222	-0.00110089
1.56813003	0	-0.00112762	-0.000665286	-0.00072214	-0.000502033	0.00E+00	-0.000300446	-0.000613746	-0.000703674	-0.00111132
1.56995982	0	-0.00114004	-0.000670152	-0.000721548	-0.000507397	0.00E+00	-0.00030905	-0.000623663	-0.000710712	-0.00112164
1.57178961	0	-0.00115216	-0.000675962	-0.000720815	-0.00051244	0.00E+00	-0.000318221	-0.000633347	-0.000718367	-0.00113179
1.5736194	0	-0.00116398	-0.000682873	-0.000720574	-0.000517797	0.00E+00	-0.000327933	-0.000642763	-0.000726642	-0.00114184
1.57544919	0	-0.00117549	-0.000690884	-0.000720666	-0.000523465	0.00E+00	-0.000338127	-0.000651862	-0.000735575	-0.00115164
1.57727898	0	-0.00118654	-0.000699835	-0.000720775	-0.000528968	0.00E+00	-0.000348787	-0.000660599	-0.000745131	-0.00116125
1.57910877	0	-0.00119713	-0.000710043	-0.00072106	-0.000534467	0.00E+00	-0.000359929	-0.00066894	-0.000755364	-0.00117065
1.58093856	0	-0.00120756	-0.000721344	-0.000721836	-0.000540273	0.00E+00	-0.000371381	-0.000676771	-0.000766157	-0.00117974
1.58276835	0	-0.00121754	-0.000733583	-0.000722629	-0.000546075	0	-0.000383205	-0.000684151	-0.000777603	-0.00118864
1.58459814	0	-0.00122704	-0.000747074	-0.000723437	-0.000552028	0	-0.000395333	-0.000690976	-0.000789621	-0.00119729
1.58642793	0	-0.00123655	-0.000761816	-0.000724578	-0.000558133	0	-0.000407677	-0.000697263	-0.000802209	-0.0012057
1.58825772	0	-0.00124543	-0.000777492	-0.000725575	-0.000564391	0	-0.000420235	-0.000702974	-0.000815344	-0.0012139
1.59008751	0	-0.00125416	-0.000794259	-0.000726585	-0.000570485	0	-0.00043292	-0.000708036	-0.000828958	-0.00122192
1.5919173	0	-0.00126289	-0.000812275	-0.000727925	-0.000577049	0	-0.000445717	-0.000712494	-0.000843022	-0.00122974
1.59374709	0	-0.00127146	-0.000831224	-0.000729116	-0.000583926	0	-0.000458577	-0.000716357	-0.000857455	-0.0012374
1.59557688	0	-0.00127988	-0.000851107	-0.000730476	-0.000590643	0	-0.00047145	-0.00071964	-0.000872279	-0.001245
1.59740667	0	-0.00128845	-0.000872081	-0.000731844	-0.000597675	0	-0.000484327	-0.000722288	-0.000887369	-0.00125254
1.59923646	0	-0.00129702	-0.000893988	-0.000733378	-0.000605022	0	-0.000497159	-0.00072439	-0.000902696	-0.00126005
