F	chi1_3K	chi1_10K	chi1_15K	chi1_20K	chi1_25K	chi2_3K	chi2_10K	chi2_15K	chi2_20K	chi2_25K
1.1344698	0	-0.000501129	-0.000325487	-5.49E-04	-0.000326779	0	0.000121092	0.000223721	0.000449849	6.73E-05
1.13629959	0.00E+00	-0.000502322	-0.000325859	-5.49E-04	-0.000328485	-4.60E-18	0.000116637	0.000220616	0.000444356	6.11E-05
1.13812938	0	-0.000503366	-0.000326073	-5.50E-04	-0.000330199	0	0.000111793	0.000217497	0.000438666	5.46E-05
1.13995917	0	-0.000504417	-0.000326603	-5.51E-04	-0.000331919	0	0.000106598	0.000214384	0.000432768	4.77E-05
1.14178896	0.00E+00	-0.000505792	-0.000327135	-5.51E-04	-0.000333488	4.60E-18	0.000101045	0.000211234	0.000426637	4.06E-05
1.14361875	0	-5.07E-04	-0.000327984	-5.52E-04	-0.000335063	0	9.52E-05	0.000208041	0.000420264	3.32E-05
1.14544854	0.00E+00	-5.09E-04	-0.000328835	-5.53E-04	-0.000336486	-4.60E-18	8.89E-05	0.0002048	0.000413634	2.55E-05
1.14727833	0.00E+00	-5.10E-04	-0.000329688	-5.53E-04	-0.000337757	4.60E-18	8.24E-05	0.000201482	0.000406725	1.76E-05
1.14910812	0	-5.11E-04	-0.000330859	-5.54E-04	-0.000339034	0	7.56E-05	0.000198084	0.000399536	9.45E-06
1.15093791	0	-5.13E-04	-0.000332033	-5.55E-04	-0.000340157	0	6.85E-05	0.00019459	0.000392064	1.10E-06
1.1527677	0	-5.14E-04	-0.000333369	-5.55E-04	-0.000340969	0	6.11E-05	0.00019098	0.000384268	-7.44E-06
1.15459749	0	-5.16E-04	-0.000334391	-5.56E-04	-0.000341311	0	5.34E-05	0.000187241	0.00037619	-1.61E-05
1.15642728	0	-5.17E-04	-0.000335891	-5.56E-04	-0.000341813	0	4.55E-05	0.000183393	0.000367818	-2.49E-05
1.15825707	0	-5.19E-04	-0.000337236	-5.56E-04	-0.000341686	0	3.74E-05	0.000179374	0.000359126	-3.38E-05
1.16008686	0	-5.20E-04	-0.000338585	-5.56E-04	-0.000341402	0	2.91E-05	0.000175231	0.000350167	-4.28E-05
1.16191665	0	-5.21E-04	-0.000339938	-5.56E-04	-0.000340645	0	2.06E-05	0.000170939	0.000340929	-5.17E-05
1.16374644	0	-5.23E-04	-0.000341453	-5.56E-04	-0.000339888	0	1.19E-05	0.000166488	0.000331419	-6.07E-05
1.16557623	0	-5.24E-04	-0.000342497	-5.55E-04	-0.00033834	0	3.08E-06	0.000161874	0.000321662	-6.96E-05
1.16740602	0	-5.25E-04	-0.000344019	-5.55E-04	-0.00033679	0	-5.88E-06	0.000157126	0.000311685	-7.84E-05
1.16923581	0	-5.26E-04	-0.000345229	-5.54E-04	-0.000334764	0	-1.49E-05	0.000152218	0.000301525	-8.70E-05
1.1710656	0	-5.27E-04	-0.000346284	-5.53E-04	-0.000332259	0	-2.41E-05	0.000147173	0.000291178	-9.55E-05
1.17289539	0	-5.27E-04	-0.000347184	-0.000551688	-0.000329276	0	-3.33E-05	0.000141996	0.0002807	-0.000103799
1.17472518	0	-5.28E-04	-0.000348088	-0.000550169	-0.000326288	0	-4.25E-05	0.000136689	0.000270129	-0.000111817
1.17655497	0	-5.29E-04	-0.000348835	-0.000548337	-0.000322661	0	-5.17E-05	0.000131291	0.000259477	-0.000119552
1.17838476	0	-5.29E-04	-0.000349427	-0.000546189	-0.000318711	0	-6.10E-05	0.00012578	0.000248798	-0.000126968
1.18021455	0	-5.29E-04	-0.000350022	-0.000543883	-0.000314754	0	-7.02E-05	0.000120199	0.000238134	-0.000134038
1.18204434	0	-5.29E-04	-0.000350301	-0.000541419	-0.000310156	0	-7.93E-05	0.000114567	0.000227535	-0.000140718
1.18387413	0	-5.29E-04	-0.000350423	-0.000538321	-0.00030539	0	-8.83E-05	0.000108891	0.000217026	-0.000146986
1.18570392	0	-5.28E-04	-0.000350388	-0.000535378	-0.0003003	0	-9.72E-05	0.000103187	0.000206648	-0.000152856
1.18753371	0	-0.000527793	-0.000350194	-0.000531957	-2.95E-04	0	-0.00010592	9.75E-05	0.000196466	-0.000158241
1.1893635	0	-0.000526876	-0.000350001	-0.000528216	-2.90E-04	0	-0.000114475	9.18E-05	0.00018649	-0.000163176
1.19119329	0	-0.000525955	-0.00034949	-0.000524469	-2.84E-04	0	-0.000122833	8.62E-05	0.000176784	-0.000167639
1.19302308	0	-0.000524871	-0.000348977	-0.000520557	-2.78E-04	0	-0.000130943	8.07E-05	0.000167386	-0.000171618
1.19485287	0	-0.000523465	-0.000347989	-0.000516164	-2.72E-04	0	-0.000138798	7.52E-05	0.000158314	-0.000175121
1.19668266	0	-0.000522053	-0.000347314	-0.000511922	-2.67E-04	0	-0.000146382	6.98E-05	0.000149615	-0.00017814
1.19851245	0	-0.000520318	-0.00034632	-0.000507354	-2.61E-04	0	-0.000153657	6.46E-05	0.000141328	-0.000180679
1.20034224	0	-0.000518418	-0.000345165	-0.00050262	-2.55E-04	0	-0.000160619	5.96E-05	0.000133448	-0.000182755
1.20217203	0	-0.000516352	-0.000343847	-0.000497875	-2.49E-04	0	-0.000167239	5.47E-05	0.000126047	-0.000184395
1.20400182	0	-0.000514278	-0.000342684	-0.000493279	-2.43E-04	0	-0.000173478	5.00E-05	0.000119118	-0.000185568
1.20583161	0	-0.00051188	-0.000341358	-0.000488197	-2.38E-04	0	-0.000179368	4.55E-05	0.000112663	-0.000186366
1.2076614	0	-0.000509632	-0.000340186	-0.000483421	-2.32E-04	0	-0.000184875	4.12E-05	0.000106724	-0.000186772
1.20949119	0	-0.000507059	-0.000338692	-0.000478476	-2.27E-04	0	-0.000189978	3.72E-05	0.0001013	-0.000186812
1.21132098	0	-0.000504477	-3.37E-04	-0.000473678	-2.22E-04	0	-0.000194691	3.33E-05	9.64E-05	-0.000186523
1.21315077	0	-0.000501887	-3.36E-04	-0.000469026	-2.17E-04	0	-0.000198999	2.98E-05	9.20E-05	-0.000185947
1.21498056	0	-0.000499446	-3.35E-04	-0.000464522	-2.13E-04	0	-0.000202912	2.65E-05	8.81E-05	-0.000185126
1.21681035	0	-0.00049668	-3.33E-04	-0.000460006	-2.08E-04	0	-0.000206438	2.34E-05	8.48E-05	-0.000184083
1.21864014	0	-0.000494222	-3.32E-04	-0.000455796	-2.04E-04	0	-0.000209551	2.06E-05	8.19E-05	-0.000182846
1.22046993	0	-0.000491598	-3.31E-04	-0.000451576	-2.01E-04	0	-0.000212301	1.80E-05	7.96E-05	-0.000181464
1.22229972	0	-0.000489124	-3.30E-04	-0.000447979	-1.97E-04	0	-0.000214682	1.57E-05	7.76E-05	-0.000179987
1.22412951	0	-0.0004868	-3.30E-04	-0.000444372	-1.94E-04	0	-0.00021669	1.37E-05	7.62E-05	-0.00017844
1.2259593	0	-0.000484469	-3.29E-04	-0.00044123	-1.92E-04	0	-0.000218375	1.18E-05	7.51E-05	-0.000176866
1.22778909	0	-0.000482448	-3.29E-04	-0.000438397	-1.90E-04	0	-0.000219748	1.02E-05	7.45E-05	-0.000175306
1.22961888	0	-0.000480262	-3.28E-04	-0.000435714	-1.88E-04	0	-0.000220822	8.76E-06	7.42E-05	-0.000173803
1.23144867	0	-0.000478228	-3.28E-04	-0.000433499	-1.86E-04	0	-0.000221636	7.52E-06	7.42E-05	-0.000172377
1.23327846	0	-0.000476664	-3.28E-04	-0.000431594	-1.85E-04	0	-0.000222192	6.47E-06	7.45E-05	-0.00017107
1.23510825	0	-0.000475254	-3.28E-04	-0.000430316	-1.85E-04	0	-0.000222532	5.56E-06	7.51E-05	-0.000169906
1.23693804	0	-0.000473997	-3.29E-04	-0.000429509	-1.84E-04	0	-0.000222676	4.80E-06	7.59E-05	-0.000168925
1.23876783	0	-0.000473054	-3.30E-04	-0.000429013	-1.84E-04	0	-0.00022267	4.16E-06	7.69E-05	-0.000168133
1.24059762	0	-0.00047195	-3.30E-04	-0.00042899	-1.85E-04	0	-0.000222549	3.61E-06	7.80E-05	-0.000167585
1.24242741	0	-0.000471318	-3.32E-04	-0.00042944	-1.85E-04	0	-0.000222318	3.13E-06	7.92E-05	-0.000167279
1.2442572	0	-0.000471002	-3.33E-04	-0.000430521	-1.87E-04	0	-0.000222026	2.72E-06	8.05E-05	-0.000167248
1.24608699	0	-0.000470842	-3.34E-04	-0.000431918	-1.88E-04	0	-0.000221681	2.33E-06	8.18E-05	-0.000167485
1.24791678	0	-0.000470683	-3.36E-04	-0.000433633	-1.90E-04	0	-0.000221336	1.97E-06	8.30E-05	-0.000168016
1.24974657	0	-0.000471156	-3.38E-04	-0.00043614	-1.92E-04	0	-0.000220982	1.61E-06	8.42E-05	-0.000168836
1.25157636	0	-0.000471789	-3.40E-04	-0.000439282	-1.94E-04	0	-0.000220694	1.21E-06	8.53E-05	-0.000169962
1.25340615	0	-0.000472582	-3.43E-04	-0.000442585	-1.97E-04	0	-0.000220462	7.82E-07	8.63E-05	-0.000171397
1.25523594	0	-0.000473377	-3.45E-04	-0.000446368	-2.00E-04	0	-0.000220334	2.81E-07	8.71E-05	-0.000173147
1.25706573	0	-0.000474648	-3.48E-04	-0.000450787	-2.03E-04	0	-0.000220294	-2.82E-07	8.76E-05	-0.000175191
1.25889552	0	-0.00047608	-3.50E-04	-0.000455529	-2.06E-04	0	-0.000220389	-9.39E-07	8.80E-05	-0.000177534
1.26072531	0	-0.000477832	-3.53E-04	-0.000461067	-2.10E-04	0	-0.000220616	-1.71E-06	8.81E-05	-0.000180177
1.2625551	0	-0.000479429	-3.56E-04	-0.000466612	-2.14E-04	0	-0.000221019	-2.59E-06	8.78E-05	-0.00018309
1.26438489	0	-0.000481346	-3.59E-04	-0.000472639	-2.18E-04	0	-0.000221574	-3.59E-06	8.73E-05	-0.000186288
1.26621468	0	-0.000483425	-3.62E-04	-0.000479305	-2.22E-04	0	-0.000222302	-4.72E-06	8.64E-05	-0.000189727
1.26804447	0	-0.000485507	-3.65E-04	-0.000486138	-2.27E-04	0	-0.000223199	-5.98E-06	8.52E-05	-0.000193405
1.26987426	0	-0.000487752	-3.68E-04	-0.000493138	-2.32E-04	0	-0.000224271	-7.39E-06	8.36E-05	-0.00019733
1.27170405	0	-0.000490158	-3.71E-04	-0.000500462	-2.37E-04	0	-0.000225507	-8.94E-06	8.16E-05	-0.000201466
1.27353384	0	-0.000492409	-3.74E-04	-0.00050827	-2.42E-04	0	-0.000226934	-1.06E-05	7.93E-05	-0.000205803
1.27536363	0	-0.000494981	-3.77E-04	-0.000516244	-2.47E-04	0	-0.000228517	-1.25E-05	7.65E-05	-0.000210318
1.27719342	0	-0.000497555	-3.80E-04	-0.000524386	-2.53E-04	0	-0.000230249	-1.44E-05	7.33E-05	-0.00021501
1.27902321	0	-0.000500133	-3.83E-04	-0.000532536	-2.58E-04	0	-0.000232143	-1.65E-05	6.97E-05	-0.000219872
1.280853	0	-0.000502397	-3.86E-04	-0.000540854	-2.64E-04	0	-0.000234178	-1.87E-05	6.57E-05	-0.000224864
1.28268279	0	-0.00050498	-3.89E-04	-0.000549338	-2.70E-04	0	-0.000236314	-2.11E-05	6.12E-05	-0.000229979
1.28451258	0	-0.000507407	-3.91E-04	-0.000557832	-2.76E-04	0	-0.000238582	-2.35E-05	5.64E-05	-0.000235223
1.28634237	0	-0.000509993	-3.94E-04	-0.000566492	-2.82E-04	0	-0.000240935	-2.60E-05	5.12E-05	-0.000240579
1.28817216	0	-0.000512424	-3.96E-04	-0.000575002	-2.89E-04	0	-0.000243366	-2.87E-05	4.56E-05	-0.00024603
1.29000195	0	-0.000514697	-3.98E-04	-0.000583361	-2.95E-04	0	-0.000245874	-3.14E-05	3.96E-05	-0.000251586
1.29183174	0	-0.000517129	-4.00E-04	-0.000591887	-3.01E-04	0	-0.000248437	-3.42E-05	3.32E-05	-0.000257225
1.29366153	0	-0.000519246	-4.02E-04	-0.000600104	-3.08E-04	0	-0.000251027	-3.70E-05	2.65E-05	-0.000262947
1.29549132	0	-0.000521363	-4.04E-04	-0.000608011	-3.15E-04	0	-0.000253651	-3.99E-05	1.95E-05	-0.000268753
1.29732111	0	-0.000523321	-4.05E-04	-0.000615924	-3.21E-04	0	-0.000256288	-4.28E-05	1.22E-05	-0.000274647
1.2991509	0	-0.000525438	-4.07E-04	-0.000623686	-3.28E-04	0	-0.000258911	-4.57E-05	4.53E-06	-0.000280613
1.30098069	0	-0.00052708	-4.08E-04	-0.000630979	-3.35E-04	0	-0.000261529	-4.87E-05	-3.38E-06	-0.000286659
1.30281048	0	-0.000529037	-4.09E-04	-0.000638278	-3.42E-04	0	-0.000264129	-5.16E-05	-1.16E-05	-0.00029281
1.30464027	0	-0.000530678	-4.10E-04	-0.000645423	-3.49E-04	0	-0.000266702	-5.46E-05	-2.00E-05	-0.00029903
1.30647006	0	-0.000532317	-4.11E-04	-0.00065194	-3.55E-04	0	-0.000269214	-5.75E-05	-2.86E-05	-0.000305332
1.30829985	0	-0.000533956	-4.12E-04	-0.000658303	-3.62E-04	0	-0.000271696	-6.04E-05	-3.74E-05	-0.000311747
1.31012964	0	-0.000535435	-4.13E-04	-0.000664196	-3.69E-04	0	-0.000274127	-6.33E-05	-4.63E-05	-0.00031826
1.31195943	0	-0.000536913	-4.13E-04	-0.000669933	-3.76E-04	0	-0.000276492	-6.62E-05	-5.55E-05	-0.00032488
1.31378922	0	-0.00053839	-4.14E-04	-0.000675356	-3.82E-04	0	-0.000278818	-6.90E-05	-6.47E-05	-0.000331622
1.31561901	0	-0.000539866	-4.15E-04	-0.000680465	-3.89E-04	0	-0.000281073	-7.18E-05	-7.40E-05	-0.000338454
1.3174488	0	-0.000541024	-4.15E-04	-0.000684944	-3.95E-04	0	-0.000283276	-7.45E-05	-8.34E-05	-0.000345429
1.31927859	0	-0.00054234	-4.16E-04	-0.000689265	-4.02E-04	0	-0.00028543	-7.72E-05	-9.29E-05	-0.000352535
1.32110838	0	-0.000543814	-0.000416946	-0.000693429	-4.08E-04	0	-0.000287525	-7.99E-05	-0.000102303	-0.00035976
1.32293817	0	-0.000545128	-0.000417794	-0.000697119	-4.14E-04	0	-0.000289564	-8.25E-05	-0.000111747	-0.00036712
1.32476796	0	-0.000546283	-0.000418642	-0.000700492	-4.20E-04	0	-0.000291551	-8.51E-05	-0.000121158	-0.000374614
1.32659775	0	-0.000547596	-0.000419489	-0.00070339	-4.25E-04	0	-0.000293495	-8.76E-05	-0.000130505	-0.000382249
1.32842754	0	-0.000548908	-0.000420652	-0.000706129	-4.30E-04	0	-0.000295394	-9.02E-05	-0.00013977	-0.00039002
1.33025733	0	-0.000550378	-0.000421973	-0.000708707	-4.36E-04	0	-0.000297249	-9.27E-05	-0.000148899	-0.000397899
1.33208712	0	-0.00055169	-0.000423452	-0.000710809	-4.40E-04	0	-0.000299072	-9.51E-05	-0.00015792	-0.000405934
1.33391691	0	-0.000553159	-0.00042509	-0.000712907	-4.45E-04	0	-0.000300842	-9.76E-05	-0.000166747	-0.000414073
1.3357467	0	-0.000554786	-0.000426886	-0.000714528	-0.000449145	0	-0.000302583	-0.00010005	-0.000175396	-0.00042233
1.33757649	0	-0.000556255	-0.000428841	-0.000715987	-0.000452988	0	-0.000304292	-0.000102522	-0.000183815	-0.000430693
1.33940628	0	-0.000557883	-0.000431114	-0.000717283	-0.000456518	0	-0.000305968	-0.000105	-0.000192	-0.000439151
1.34123607	0	-0.000559509	-0.000433703	-0.000718415	-0.000459892	0	-0.000307599	-0.000107486	-0.000199907	-0.000447677
1.34306586	0	-0.000561294	-0.000436452	-0.000719542	-0.000462794	0	-0.000309206	-0.000110017	-0.000207527	-0.000456288
1.34489565	0	-0.000563078	-0.000439519	-0.000720505	-0.000465382	0	-0.000310754	-0.000112574	-0.000214833	-0.000464925
1.34672544	0	-0.000565179	-0.000442745	-0.000721461	-0.000467498	0	-0.000312264	-0.000115183	-0.000221798	-0.000473603
1.34855523	0	-0.000566962	-0.00044629	-0.000722094	-0.00046914	0	-0.000313738	-0.000117857	-0.000228429	-0.000482316
1.35038502	0	-0.000569062	-0.000449995	-0.000722877	-0.000470467	0	-0.000315154	-0.000120592	-0.000234671	-0.000491007
1.35221481	0	-0.00057116	-0.000453861	-0.000723494	-0.000471319	0	-0.000316496	-0.000123402	-0.000240526	-0.00049967
1.3540446	0	-0.000573415	-0.000458045	-0.000724261	-0.000472013	0	-0.000317775	-0.000126303	-0.000245982	-0.000508277
1.35587439	0	-0.000575669	-0.00046239	-0.000725018	-0.000472074	0	-0.000318975	-0.000129279	-0.000251008	-0.00051681
1.35770418	0	-0.000577921	-0.000466897	-0.000725609	-0.000471817	0	-0.000320086	-0.000132365	-0.000255628	-0.000525252
1.35953397	0	-0.000580172	-0.000471564	-0.000726349	-0.000471083	0	-0.000321098	-0.000135546	-0.000259799	-0.000533582
1.36136376	0	-0.00058242	-0.000476235	-0.000727079	-0.00047003	0	-0.000322012	-0.00013885	-0.000263541	-0.000541757
1.36319355	0	-0.000584982	-0.000481225	-0.000728115	-0.000468658	0	-0.0003228	-0.000142251	-0.000266831	-0.000549777
1.36502334	0	-0.000587384	-0.00048606	-0.000728984	-0.000466648	0	-0.000323463	-0.000145773	-0.000269681	-0.000557595
1.36685313	0	-0.00058994	-0.000491214	-0.000730158	-0.000464634	0	-0.000323984	-0.000149402	-0.000272084	-0.000565191
1.36868292	0	-0.000592335	-0.000496213	-0.000731323	-0.000461983	0	-0.000324352	-0.000153128	-0.000274052	-0.000572571
1.37051271	0	-0.000594726	-0.000501215	-0.00073232	-0.000459167	0	-0.000324571	-0.000156988	-0.000275605	-0.000579688
1.3723425	0	-0.000597272	-0.00050622	-0.000733782	-0.000456029	0	-0.000324629	-0.000160942	-0.000276731	-0.000586547
1.37417229	0	-0.000599655	-0.00051107	-0.000735235	-0.00045241	0	-0.000324518	-0.000165003	-0.000277458	-0.000593117
1.37600208	0	-0.000601875	-0.000515764	-0.000736836	-0.000448625	0	-0.000324214	-0.000169147	-0.000277782	-0.000599379
1.37783187	0	-0.00060425	-0.000520301	-0.000738429	-0.000444674	0	-0.000323728	-0.000173369	-0.000277746	-0.000605331
1.37966166	0	-0.000606461	-0.000524525	-0.000740014	-0.0004404	0	-0.000323064	-0.000177683	-0.000277384	-0.000610969
1.38149145	0	-0.000608668	-0.00052875	-0.000741906	-0.000435959	0	-0.000322213	-0.000182037	-0.000276679	-0.000616266
1.38332124	0	-0.000611028	-0.00053266	-0.00074395	-0.000431351	0	-0.00032116	-0.000186448	-0.000275675	-0.000621246
1.38515103	0	-0.000613225	-0.000536253	-0.000745829	-0.000426734	0	-0.000319904	-0.000190852	-0.000274393	-0.000625842
1.38698082	0	-0.0006151	-0.000539373	-0.00074786	-0.000421793	0	-0.000318469	-0.000195303	-0.000272881	-0.00063014
1.38881061	0	-0.000617129	-0.000542334	-0.000749885	-0.000416844	0	-0.000316857	-0.000199732	-0.000271147	-0.000634097
1.3906404	0	-0.000618996	-0.00054482	-0.000751906	-0.000411728	0	-0.000315082	-0.000204139	-0.00026924	-0.000637733
1.39247019	0	-0.000620858	-0.00054683	-0.000754081	-0.000406762	0	-0.000313138	-0.000208513	-0.000267187	-0.000641039
1.39429998	0	-0.000622715	-0.000548838	-0.000756252	-0.000401945	0	-0.000311023	-0.000212794	-0.000265002	-0.00064403
1.39612977	0	-0.000624568	-0.000550212	-0.000758579	-0.000397122	0	-0.000308769	-0.000217006	-0.000262758	-0.000646731
1.39795956	0	-0.000626102	-0.000551266	-0.000760589	-0.000392291	0	-0.00030639	-0.000221102	-0.000260454	-0.000649155
1.39978935	0	-0.000627949	-0.000552159	-0.000762913	-0.000387769	0	-0.000303899	-0.000225074	-0.000258132	-0.000651314
1.40161914	0	-0.000629317	-0.000552257	-0.000764921	-0.000382924	0	-0.000301297	-0.000228902	-0.000255828	-0.000653225
1.40344893	0	-0.000631001	-0.000552351	-0.000767246	-0.000378865	0	-0.000298629	-0.000232568	-0.000253571	-0.000654929
1.40527872	0	-0.000632365	-0.000552123	-0.000769415	-0.000374801	0	-0.000295884	-0.000236044	-0.000251393	-0.00065641
1.40710851	0	-0.000633886	-0.000551258	-0.000771427	-0.00037089	0	-0.0002931	-0.000239332	-0.000249342	-0.000657735
1.4089383	0	-0.000635406	-0.000550388	-0.000773601	-0.000367449	0	-0.000290283	-0.000242404	-0.000247416	-0.00065889
1.41076809	0	-0.000636767	-0.000549353	-0.000775619	-0.000364322	0	-0.000287454	-0.000245247	-0.000245661	-0.000659924
1.41259788	0	-0.000638286	-0.000547839	-0.000777642	-0.00036135	0	-0.000284637	-0.000247854	-0.0002441	-0.00066086
1.41442767	0	-0.000639963	-0.000546476	-0.000779987	-0.000359009	0	-0.00028184	-0.000250211	-0.000242753	-0.000661721
1.41625746	0	-0.000641483	-0.000544948	-0.00078202	-0.000356983	0	-0.000279101	-0.000252314	-0.000241661	-0.000662534
1.41808725	0	-0.000643162	-0.000543098	-0.00078406	-0.000355431	0	-0.000276418	-0.000254174	-0.000240826	-0.000663316
1.41991704	0	-0.000645001	-0.0005414	-0.000786422	-0.000354354	0	-0.00027381	-0.000255757	-0.000240264	-0.000664106
1.42174683	0	-0.000646684	-0.000539695	-0.000788476	-0.000353595	0	-0.000271309	-0.000257084	-0.000240016	-0.000664928
1.42357662	0	-0.000648528	-0.000538142	-0.000790852	-0.000353469	0	-0.000268898	-0.000258139	-0.000240062	-0.000665793
1.42540641	0	-0.00065069	-0.000536582	-0.000793079	-0.000353979	0	-0.000266617	-0.000258957	-0.000240467	-0.000666741
1.4272362	0	-0.000652698	-0.000535176	-0.000795472	-0.000354649	0	-0.000264478	-0.000259539	-0.000241193	-0.000667789
1.42906599	0	-0.000655026	-0.000534238	-0.000798032	-0.000356114	0	-0.000262469	-0.000259857	-0.000242262	-0.000668936
1.43089578	0	-0.000657357	-0.000533295	-0.000800601	-0.000357899	0	-0.000260604	-0.000259963	-0.0002437	-0.000670238
1.43272557	0	-0.000660009	-0.000532979	-0.000803337	-0.000360321	0	-0.000258927	-0.000259865	-0.000245509	-0.000671701
1.43455536	0	-0.000662822	-0.00053266	-0.00080624	-0.000363065	0	-0.000257385	-0.000259568	-0.000247679	-0.00067333
1.43638515	0	-0.00066564	-0.000532968	-0.000809311	-0.000366446	0	-0.000256015	-0.000259098	-0.000250216	-0.00067515
1.43821494	0	-0.000668621	-0.000533591	-0.000812392	-0.000370308	0	-0.000254819	-0.000258482	-0.000253147	-0.000677156
1.44004473	0	-0.00067208	-0.000535	-0.000815957	-0.000374808	0	-0.000253778	-0.000257717	-0.000256441	-0.000679368
1.44187452	0	-0.000675228	-0.000536567	-0.000819215	-0.000379473	0	-0.000252917	-0.000256878	-0.000260127	-0.000681813
1.44370431	0	-0.000679012	-0.000538764	-0.000822958	-0.000384777	0	-0.000252204	-0.000255925	-0.000264177	-0.000684469
1.4455341	0	-0.000682643	-0.000541435	-0.000826711	-0.000390088	0	-0.000251676	-0.000254945	-0.000268601	-0.000687357
1.44736389	0	-0.000686437	-0.000544739	-0.00083079	-0.000396038	0	-0.000251297	-0.000253929	-0.000273402	-0.000690481
1.44919368	0	-0.000690551	-0.000548676	-0.000835037	-0.000402311	0	-0.000251077	-0.000252927	-0.000278558	-0.000693834
1.45102347	0	-0.000694669	-0.000553089	-0.000839294	-0.000408749	0	-0.000250985	-0.000251952	-0.000284075	-0.000697395
1.45285326	0	-0.00069895	-0.000557979	-0.000843719	-0.000415352	0	-0.000251067	-0.000251058	-0.000289958	-0.000701219
1.45468305	0	-0.000703392	-0.000563505	-0.000848311	-0.000422278	0	-0.000251233	-0.000250227	-0.000296166	-0.000705232
1.45651284	0	-0.000707839	-0.000569509	-0.000852914	-0.000429211	0	-0.000251561	-0.000249552	-0.000302735	-0.000709502
1.45834263	0	-0.00071213	-0.000575991	-0.000857684	-0.000436149	0.00E+00	-0.000251986	-0.000249008	-0.00030961	-0.000713944
1.46017242	0	-0.000716742	-0.000582796	-0.000862463	-0.000443094	0.00E+00	-0.000252522	-0.000248653	-0.000316826	-0.000718599
1.46200221	0	-0.000721356	-0.000590397	-0.00086741	-0.000450203	0.00E+00	-0.000253131	-0.000248495	-0.000324338	-0.000723413
1.463832	0	-0.000726132	-0.000598163	-0.000872207	-0.000457317	0.00E+00	-0.000253839	-0.00024858	-0.00033215	-0.000728419
1.46566179	0	-0.000730593	-0.000606252	-0.000876855	-0.000463804	0.00E+00	-0.000254614	-0.000248913	-0.000340257	-0.000733584
1.46749158	0	-0.000735374	-0.000614823	-0.000881827	-0.000470612	0.00E+00	-0.000255435	-0.000249515	-0.000348607	-0.00073888
1.46932137	0	-0.000739998	-0.000623561	-0.000886491	-0.000477107	0.00E+00	-0.000256309	-0.000250409	-0.000357227	-0.000744292
1.47115116	0	-0.000744466	-0.000632307	-0.000891005	-0.000482973	0.00E+00	-0.000257226	-0.000251609	-0.000366098	-0.000749815
1.47298095	0	-0.000748934	-0.000641378	-0.000895367	-0.000488684	0.00E+00	-0.000258148	-0.000253116	-0.000375151	-0.000755405
1.47481074	0	-0.000753404	-0.0006503	-0.000899419	-0.000494081	0.00E+00	-0.000259079	-0.000254958	-0.000384428	-0.000761078
1.47664053	0	-0.000757875	-0.000659547	-0.000903319	-0.000499006	0.00E+00	-0.000259995	-0.000257118	-0.000393868	-0.000766779
1.47847032	0	-0.000761872	-0.000668331	-0.000906751	-0.0005033	0.00E+00	-0.000260924	-0.000259665	-0.000403508	-0.000772555
1.48030011	0	-0.000765868	-0.000677281	-0.000910029	-0.000507278	0.00E+00	-0.000261807	-0.000262504	-0.000413241	-0.000778295
1.4821299	0	-0.000769864	-0.000685765	-0.000912995	-0.000510624	0.00E+00	-0.000262637	-0.000265685	-0.000423096	-0.000784022
1.48395969	0	-0.000773701	-0.000694259	-0.000915489	-0.000513653	0.00E+00	-0.000263396	-0.000269168	-0.000433003	-0.000789718
1.48578948	0	-0.000777379	-0.000702287	-0.000917354	-0.000515733	0.00E+00	-0.00026413	-0.000272994	-0.000443021	-0.000795404
1.48761927	0	-0.000780897	-0.000710007	-0.000919062	-0.000517653	0.00E+00	-0.000264759	-0.000277114	-0.000453018	-0.000801007
1.48944906	0	-0.000784413	-0.000717102	-0.000919981	-0.000518781	0.00E+00	-0.00026529	-0.000281522	-0.000463037	-0.000806566
1.49127885	0	-0.000787611	-0.000723889	-0.000920583	-0.000519116	0.00E+00	-0.00026573	-0.00028621	-0.00047302	-0.000812032
1.49310864	0	-0.000791122	-0.00073005	-0.00092071	-0.00051929	0.00E+00	-0.000266044	-0.000291152	-0.000482918	-0.000817405
1.49493843	0	-0.000793999	-0.000735584	-0.000920044	-0.000518671	0.00E+00	-0.00026625	-0.000296323	-0.000492738	-0.00082269
1.49676822	0	-0.000797188	-0.000740492	-0.000919059	-0.000517733	0.00E+00	-0.000266321	-0.000301717	-0.000502414	-0.000827865
1.49859801	0	-0.000800374	-0.000744773	-0.000917438	-0.00051616	0.00E+00	-0.000266259	-0.000307316	-0.000511974	-0.000832974
1.5004278	0	-0.000803398	-0.000748583	-0.000915337	-0.000514109	0.00E+00	-0.000266042	-0.000313066	-0.000521285	-0.000837992
1.50225759	0	-0.000806576	-0.000751449	-0.000912598	-0.00051174	0.00E+00	-0.000265669	-0.000318994	-0.000530422	-0.000842925
1.50408738	0	-0.000809593	-0.000753685	-0.000909378	-0.000508893	0.00E+00	-0.000265163	-0.000325053	-0.0005393	-0.000847787
1.50591717	0	-0.000812764	-0.000755134	-0.000905519	-0.000505728	0.00E+00	-0.000264504	-0.000331236	-0.000547913	-0.000852579
1.50774696	0	-0.000816247	-0.000755952	-0.000901335	-0.000502403	0.00E+00	-0.000263694	-0.00033752	-0.000556225	-0.000857347
